DATE,NAME,WATER_INJECTION_VOLUME,SECTOR,ZONE,SUBZONE,RESERVOIR,WELL_TYPE
01/11/2020,BG-0604I,4200.789228,0,RAWA,LW,RAWA,Injector
02/11/2020,BG-0604I,4390.847219,0,RAWA,LW,RAWA,Injector
03/11/2020,BG-0604I,4602.328119,0,RAWA,LW,RAWA,Injector
04/11/2020,BG-0604I,4474.358316,0,RAWA,LW,RAWA,Injector
05/11/2020,BG-0604I,4461.93372,0,RAWA,LW,RAWA,Injector
06/11/2020,BG-0604I,4461.951008,0,RAWA,LW,RAWA,Injector
07/11/2020,BG-0604I,4461.955413,0,RAWA,LW,RAWA,Injector
08/11/2020,BG-0604I,4461.949234,0,RAWA,LW,RAWA,Injector
09/11/2020,BG-0604I,4344.888334,0,RAWA,LW,RAWA,Injector
10/11/2020,BG-0604I,4165.244957,0,RAWA,LW,RAWA,Injector
11/11/2020,BG-0604I,4676.341525,0,RAWA,LW,RAWA,Injector
12/11/2020,BG-0604I,3136.108053,0,RAWA,LW,RAWA,Injector
13/11/2020,BG-0604I,3420.048355,0,RAWA,LW,RAWA,Injector
14/11/2020,BG-0604I,3300.676827,0,RAWA,LW,RAWA,Injector
15/11/2020,BG-0604I,2453.484189,0,RAWA,LW,RAWA,Injector
16/11/2020,BG-0604I,3023.679346,0,RAWA,LW,RAWA,Injector
17/11/2020,BG-0604I,2704.964753,0,RAWA,LW,RAWA,Injector
18/11/2020,BG-0604I,2706.123955,0,RAWA,LW,RAWA,Injector
19/11/2020,BG-0604I,2703.811496,0,RAWA,LW,RAWA,Injector
20/11/2020,BG-0604I,3940.417709,0,RAWA,LW,RAWA,Injector
21/11/2020,BG-0604I,4375.027767,0,RAWA,LW,RAWA,Injector
22/11/2020,BG-0604I,4249.858677,0,RAWA,LW,RAWA,Injector
23/11/2020,BG-0604I,4266.087239,0,RAWA,LW,RAWA,Injector
24/11/2020,BG-0604I,4695.933823,0,RAWA,LW,RAWA,Injector
25/11/2020,BG-0604I,3892.925112,0,RAWA,LW,RAWA,Injector
26/11/2020,BG-0604I,4635.470971,0,RAWA,LW,RAWA,Injector
27/11/2020,BG-0604I,4100.076588,0,RAWA,LW,RAWA,Injector
28/11/2020,BG-0604I,4184.456156,0,RAWA,LW,RAWA,Injector
29/11/2020,BG-0604I,4057.764661,0,RAWA,LW,RAWA,Injector
30/11/2020,BG-0604I,4001.812547,0,RAWA,LW,RAWA,Injector
01/12/2020,BG-0604I,4197.006025,0,RAWA,LW,RAWA,Injector
02/12/2020,BG-0604I,4131.793861,0,RAWA,LW,RAWA,Injector
03/12/2020,BG-0604I,4156.342283,0,RAWA,LW,RAWA,Injector
04/12/2020,BG-0604I,4190.49146,0,RAWA,LW,RAWA,Injector
05/12/2020,BG-0604I,3516.970856,0,RAWA,LW,RAWA,Injector
06/12/2020,BG-0604I,4095.481528,0,RAWA,LW,RAWA,Injector
07/12/2020,BG-0604I,4070.92904,0,RAWA,LW,RAWA,Injector
08/12/2020,BG-0604I,4061.328119,0,RAWA,LW,RAWA,Injector
09/12/2020,BG-0604I,4054.929464,0,RAWA,LW,RAWA,Injector
10/12/2020,BG-0604I,4075.212572,0,RAWA,LW,RAWA,Injector
11/12/2020,BG-0604I,3763.551505,0,RAWA,LW,RAWA,Injector
12/12/2020,BG-0604I,3787.036681,0,RAWA,LW,RAWA,Injector
13/12/2020,BG-0604I,3822.267295,0,RAWA,LW,RAWA,Injector
14/12/2020,BG-0604I,3949.282604,0,RAWA,LW,RAWA,Injector
15/12/2020,BG-0604I,3938.606086,0,RAWA,LW,RAWA,Injector
16/12/2020,BG-0604I,3789.160512,0,RAWA,LW,RAWA,Injector
17/12/2020,BG-0604I,3909.765601,0,RAWA,LW,RAWA,Injector
18/12/2020,BG-0604I,3548.989508,0,RAWA,LW,RAWA,Injector
19/12/2020,BG-0604I,3563.928393,0,RAWA,LW,RAWA,Injector
20/12/2020,BG-0604I,3719.769723,0,RAWA,LW,RAWA,Injector
21/12/2020,BG-0604I,3807.542651,0,RAWA,LW,RAWA,Injector
22/12/2020,BG-0604I,3985.692065,0,RAWA,LW,RAWA,Injector
23/12/2020,BG-0604I,4075.018178,0,RAWA,LW,RAWA,Injector
24/12/2020,BG-0604I,4132.311689,0,RAWA,LW,RAWA,Injector
25/12/2020,BG-0604I,4198.23452,0,RAWA,LW,RAWA,Injector
26/12/2020,BG-0604I,4249.953425,0,RAWA,LW,RAWA,Injector
27/12/2020,BG-0604I,4291.306514,0,RAWA,LW,RAWA,Injector
28/12/2020,BG-0604I,4297.060264,0,RAWA,LW,RAWA,Injector
29/12/2020,BG-0604I,4281.634794,0,RAWA,LW,RAWA,Injector
30/12/2020,BG-0604I,4274.850995,0,RAWA,LW,RAWA,Injector
31/12/2020,BG-0604I,4279.376563,0,RAWA,LW,RAWA,Injector
01/01/2021,BG-0604I,4280.501563,0,RAWA,LW,RAWA,Injector
02/01/2021,BG-0604I,3936.334435,0,RAWA,LW,RAWA,Injector
03/01/2021,BG-0604I,4078.976518,0,RAWA,LW,RAWA,Injector
04/01/2021,BG-0604I,4180.864221,0,RAWA,LW,RAWA,Injector
05/01/2021,BG-0604I,4483.143122,0,RAWA,LW,RAWA,Injector
06/01/2021,BG-0604I,4374.463979,0,RAWA,LW,RAWA,Injector
07/01/2021,BG-0604I,4504.66601,0,RAWA,LW,RAWA,Injector
08/01/2021,BG-0604I,4660.897277,0,RAWA,LW,RAWA,Injector
09/01/2021,BG-0604I,4052.949257,0,RAWA,LW,RAWA,Injector
10/01/2021,BG-0604I,3865.022817,0,RAWA,LW,RAWA,Injector
11/01/2021,BG-0604I,3974.826209,0,RAWA,LW,RAWA,Injector
12/01/2021,BG-0604I,4392.569897,0,RAWA,LW,RAWA,Injector
13/01/2021,BG-0604I,4337.082138,0,RAWA,LW,RAWA,Injector
14/01/2021,BG-0604I,4500.084814,0,RAWA,LW,RAWA,Injector
15/01/2021,BG-0604I,4300.830513,0,RAWA,LW,RAWA,Injector
16/01/2021,BG-0604I,3851.393674,0,RAWA,LW,RAWA,Injector
17/01/2021,BG-0604I,3862.141557,0,RAWA,LW,RAWA,Injector
18/01/2021,BG-0604I,3708.095059,0,RAWA,LW,RAWA,Injector
19/01/2021,BG-0604I,3185.960494,0,RAWA,LW,RAWA,Injector
20/01/2021,BG-0604I,3424.301947,0,RAWA,LW,RAWA,Injector
21/01/2021,BG-0604I,3537.536829,0,RAWA,LW,RAWA,Injector
22/01/2021,BG-0604I,3320.858691,0,RAWA,LW,RAWA,Injector
23/01/2021,BG-0604I,3339.536364,0,RAWA,LW,RAWA,Injector
24/01/2021,BG-0604I,3288.871173,0,RAWA,LW,RAWA,Injector
25/01/2021,BG-0604I,2970.015701,0,RAWA,LW,RAWA,Injector
26/01/2021,BG-0604I,3604.602217,0,RAWA,LW,RAWA,Injector
27/01/2021,BG-0604I,3598.657414,0,RAWA,LW,RAWA,Injector
28/01/2021,BG-0604I,3592.712611,0,RAWA,LW,RAWA,Injector
29/01/2021,BG-0604I,3572.909667,0,RAWA,LW,RAWA,Injector
30/01/2021,BG-0604I,3710.513208,0,RAWA,LW,RAWA,Injector
31/01/2021,BG-0604I,3654.074758,0,RAWA,LW,RAWA,Injector
01/02/2021,BG-0604I,3257.090549,0,RAWA,LW,RAWA,Injector
02/02/2021,BG-0604I,3480.834856,0,RAWA,LW,RAWA,Injector
03/02/2021,BG-0604I,3561.025415,0,RAWA,LW,RAWA,Injector
04/02/2021,BG-0604I,3561.027749,0,RAWA,LW,RAWA,Injector
05/02/2021,BG-0604I,3522.421437,0,RAWA,LW,RAWA,Injector
06/02/2021,BG-0604I,3369.963561,0,RAWA,LW,RAWA,Injector
07/02/2021,BG-0604I,3338.283781,0,RAWA,LW,RAWA,Injector
08/02/2021,BG-0604I,2921.485827,0,RAWA,LW,RAWA,Injector
09/02/2021,BG-0604I,3357.087757,0,RAWA,LW,RAWA,Injector
10/02/2021,BG-0604I,2935.349892,0,RAWA,LW,RAWA,Injector
11/02/2021,BG-0604I,2741.305751,0,RAWA,LW,RAWA,Injector
12/02/2021,BG-0604I,2603.693961,0,RAWA,LW,RAWA,Injector
13/02/2021,BG-0604I,3904.992399,0,RAWA,LW,RAWA,Injector
14/02/2021,BG-0604I,3657.156324,0,RAWA,LW,RAWA,Injector
15/02/2021,BG-0604I,4016.229568,0,RAWA,LW,RAWA,Injector
16/02/2021,BG-0604I,3984.308645,0,RAWA,LW,RAWA,Injector
17/02/2021,BG-0604I,4129.40971,0,RAWA,LW,RAWA,Injector
18/02/2021,BG-0604I,4135.657159,0,RAWA,LW,RAWA,Injector
19/02/2021,BG-0604I,4365.831129,0,RAWA,LW,RAWA,Injector
20/02/2021,BG-0604I,4355.814756,0,RAWA,LW,RAWA,Injector
21/02/2021,BG-0604I,4040.405644,0,RAWA,LW,RAWA,Injector
22/02/2021,BG-0604I,4029.595847,0,RAWA,LW,RAWA,Injector
23/02/2021,BG-0604I,3953.991792,0,RAWA,LW,RAWA,Injector
24/02/2021,BG-0604I,3953.994621,0,RAWA,LW,RAWA,Injector
25/02/2021,BG-0604I,4269.603453,0,RAWA,LW,RAWA,Injector
26/02/2021,BG-0604I,4015.218962,0,RAWA,LW,RAWA,Injector
27/02/2021,BG-0604I,3955.220846,0,RAWA,LW,RAWA,Injector
28/02/2021,BG-0604I,3156.018776,0,RAWA,LW,RAWA,Injector
01/03/2021,BG-0604I,3282.019217,0,RAWA,LW,RAWA,Injector
02/03/2021,BG-0604I,3336.013347,0,RAWA,LW,RAWA,Injector
03/03/2021,BG-0604I,2546.405009,0,RAWA,LW,RAWA,Injector
04/03/2021,BG-0604I,2925.604126,0,RAWA,LW,RAWA,Injector
05/03/2021,BG-0604I,3250.80611,0,RAWA,LW,RAWA,Injector
06/03/2021,BG-0604I,3244.806467,0,RAWA,LW,RAWA,Injector
07/03/2021,BG-0604I,3386.40095,0,RAWA,LW,RAWA,Injector
08/03/2021,BG-0604I,3706.798792,0,RAWA,LW,RAWA,Injector
09/03/2021,BG-0604I,3656.398451,0,RAWA,LW,RAWA,Injector
10/03/2021,BG-0604I,3656.397442,0,RAWA,LW,RAWA,Injector
11/03/2021,BG-0604I,5619.599894,0,RAWA,LW,RAWA,Injector
12/03/2021,BG-0604I,3890.495732,0,RAWA,LW,RAWA,Injector
13/03/2021,BG-0604I,5535.892537,0,RAWA,LW,RAWA,Injector
14/03/2021,BG-0604I,5328.771157,0,RAWA,LW,RAWA,Injector
15/03/2021,BG-0604I,3727.180735,0,RAWA,LW,RAWA,Injector
16/03/2021,BG-0604I,3436.547439,0,RAWA,LW,RAWA,Injector
17/03/2021,BG-0604I,3145.914143,0,RAWA,LW,RAWA,Injector
18/03/2021,BG-0604I,3462.931386,0,RAWA,LW,RAWA,Injector
19/03/2021,BG-0604I,3358.086893,0,RAWA,LW,RAWA,Injector
20/03/2021,BG-0604I,1846.247453,0,RAWA,LW,RAWA,Injector
21/03/2021,BG-0604I,2687.689327,0,RAWA,LW,RAWA,Injector
22/03/2021,BG-0604I,2891.205934,0,RAWA,LW,RAWA,Injector
23/03/2021,BG-0604I,2907.628847,0,RAWA,LW,RAWA,Injector
24/03/2021,BG-0604I,2946.878958,0,RAWA,LW,RAWA,Injector
25/03/2021,BG-0604I,3130.324355,0,RAWA,LW,RAWA,Injector
26/03/2021,BG-0604I,3265.397031,0,RAWA,LW,RAWA,Injector
27/03/2021,BG-0604I,3242.583744,0,RAWA,LW,RAWA,Injector
28/03/2021,BG-0604I,3353.929865,0,RAWA,LW,RAWA,Injector
29/03/2021,BG-0604I,3229.809205,0,RAWA,LW,RAWA,Injector
30/03/2021,BG-0604I,3302.818116,0,RAWA,LW,RAWA,Injector
31/03/2021,BG-0604I,3254.437394,0,RAWA,LW,RAWA,Injector
01/04/2021,BG-0604I,3371.247777,0,RAWA,LW,RAWA,Injector
02/04/2021,BG-0604I,3310.096786,0,RAWA,LW,RAWA,Injector
03/04/2021,BG-0604I,2085.352368,0,RAWA,LW,RAWA,Injector
04/04/2021,BG-0604I,2787.169641,0,RAWA,LW,RAWA,Injector
05/04/2021,BG-0604I,2736.073734,0,RAWA,LW,RAWA,Injector
06/04/2021,BG-0604I,2958.757651,0,RAWA,LW,RAWA,Injector
07/04/2021,BG-0604I,2966.064313,0,RAWA,LW,RAWA,Injector
08/04/2021,BG-0604I,2878.922988,0,RAWA,LW,RAWA,Injector
09/04/2021,BG-0604I,2887.47466,0,RAWA,LW,RAWA,Injector
10/04/2021,BG-0604I,3139.045805,0,RAWA,LW,RAWA,Injector
11/04/2021,BG-0604I,3748.231288,0,RAWA,LW,RAWA,Injector
12/04/2021,BG-0604I,4159.693662,0,RAWA,LW,RAWA,Injector
13/04/2021,BG-0604I,3683.347881,0,RAWA,LW,RAWA,Injector
14/04/2021,BG-0604I,4117.782821,0,RAWA,LW,RAWA,Injector
15/04/2021,BG-0604I,3615.545682,0,RAWA,LW,RAWA,Injector
16/04/2021,BG-0604I,3817.237331,0,RAWA,LW,RAWA,Injector
17/04/2021,BG-0604I,3920.059455,0,RAWA,LW,RAWA,Injector
18/04/2021,BG-0604I,3967.96686,0,RAWA,LW,RAWA,Injector
19/04/2021,BG-0604I,1579.70609,0,RAWA,LW,RAWA,Injector
20/04/2021,BG-0604I,2618.429342,0,RAWA,LW,RAWA,Injector
21/04/2021,BG-0604I,3020.367228,0,RAWA,LW,RAWA,Injector
22/04/2021,BG-0604I,2746.950225,0,RAWA,LW,RAWA,Injector
23/04/2021,BG-0604I,2695.541717,0,RAWA,LW,RAWA,Injector
24/04/2021,BG-0604I,2883.657479,0,RAWA,LW,RAWA,Injector
25/04/2021,BG-0604I,2862.626992,0,RAWA,LW,RAWA,Injector
26/04/2021,BG-0604I,2861.455791,0,RAWA,LW,RAWA,Injector
27/04/2021,BG-0604I,2663.999331,0,RAWA,LW,RAWA,Injector
28/04/2021,BG-0604I,2723.587368,0,RAWA,LW,RAWA,Injector
29/04/2021,BG-0604I,3380.247153,0,RAWA,LW,RAWA,Injector
30/04/2021,BG-0604I,2933.911115,0,RAWA,LW,RAWA,Injector
01/05/2021,BG-0604I,2805.38908,0,RAWA,LW,RAWA,Injector
02/05/2021,BG-0604I,2974.808377,0,RAWA,LW,RAWA,Injector
03/05/2021,BG-0604I,3845.282242,0,RAWA,LW,RAWA,Injector
04/05/2021,BG-0604I,3938.748236,0,RAWA,LW,RAWA,Injector
05/05/2021,BG-0604I,5268.330379,0,RAWA,LW,RAWA,Injector
06/05/2021,BG-0604I,3148.359958,0,RAWA,LW,RAWA,Injector
07/05/2021,BG-0604I,3583.896953,0,RAWA,LW,RAWA,Injector
08/05/2021,BG-0604I,2871.791524,0,RAWA,LW,RAWA,Injector
09/05/2021,BG-0604I,2908.354542,0,RAWA,LW,RAWA,Injector
10/05/2021,BG-0604I,2632.728682,0,RAWA,LW,RAWA,Injector
11/05/2021,BG-0604I,2059.646335,0,RAWA,LW,RAWA,Injector
12/05/2021,BG-0604I,2406.154806,0,RAWA,LW,RAWA,Injector
13/05/2021,BG-0604I,2236.358756,0,RAWA,LW,RAWA,Injector
14/05/2021,BG-0604I,3281.275778,0,RAWA,LW,RAWA,Injector
15/05/2021,BG-0604I,2295.887096,0,RAWA,LW,RAWA,Injector
16/05/2021,BG-0604I,2108.149815,0,RAWA,LW,RAWA,Injector
17/05/2021,BG-0604I,2683.262995,0,RAWA,LW,RAWA,Injector
18/05/2021,BG-0604I,2288.54993,0,RAWA,LW,RAWA,Injector
19/05/2021,BG-0604I,2628.301057,0,RAWA,LW,RAWA,Injector
20/05/2021,BG-0604I,2953.406226,0,RAWA,LW,RAWA,Injector
21/05/2021,BG-0604I,1607.208963,0,RAWA,LW,RAWA,Injector
22/05/2021,BG-0604I,3303.25725,0,RAWA,LW,RAWA,Injector
23/05/2021,BG-0604I,2578.873249,0,RAWA,LW,RAWA,Injector
24/05/2021,BG-0604I,2968.092789,0,RAWA,LW,RAWA,Injector
25/05/2021,BG-0604I,2438.761446,0,RAWA,LW,RAWA,Injector
26/05/2021,BG-0604I,2595.357946,0,RAWA,LW,RAWA,Injector
27/05/2021,BG-0604I,2610.920757,0,RAWA,LW,RAWA,Injector
28/05/2021,BG-0604I,2890.233387,0,RAWA,LW,RAWA,Injector
29/05/2021,BG-0604I,2992.805867,0,RAWA,LW,RAWA,Injector
30/05/2021,BG-0604I,2195.147238,0,RAWA,LW,RAWA,Injector
31/05/2021,BG-0604I,2053.195893,0,RAWA,LW,RAWA,Injector
01/06/2021,BG-0604I,2189.220207,0,RAWA,LW,RAWA,Injector
02/06/2021,BG-0604I,2343.268374,0,RAWA,LW,RAWA,Injector
03/06/2021,BG-0604I,2285.454982,0,RAWA,LW,RAWA,Injector
04/06/2021,BG-0604I,2632.211145,0,RAWA,LW,RAWA,Injector
05/06/2021,BG-0604I,2502.946689,0,RAWA,LW,RAWA,Injector
06/06/2021,BG-0604I,2703.476232,0,RAWA,LW,RAWA,Injector
07/06/2021,BG-0604I,2817.237139,0,RAWA,LW,RAWA,Injector
08/06/2021,BG-0604I,4319.997958,0,RAWA,LW,RAWA,Injector
09/06/2021,BG-0604I,3491.310968,0,RAWA,LW,RAWA,Injector
10/06/2021,BG-0604I,1745.657504,0,RAWA,LW,RAWA,Injector
11/06/2021,BG-0604I,1893.874448,0,RAWA,LW,RAWA,Injector
12/06/2021,BG-0604I,3093.722444,0,RAWA,LW,RAWA,Injector
13/06/2021,BG-0604I,2320.883775,0,RAWA,LW,RAWA,Injector
14/06/2021,BG-0604I,2954.923418,0,RAWA,LW,RAWA,Injector
15/06/2021,BG-0604I,3018.440946,0,RAWA,LW,RAWA,Injector
16/06/2021,BG-0604I,2854.932775,0,RAWA,LW,RAWA,Injector
17/06/2021,BG-0604I,2859.634296,0,RAWA,LW,RAWA,Injector
18/06/2021,BG-0604I,2544.378379,0,RAWA,LW,RAWA,Injector
19/06/2021,BG-0604I,3007.842237,0,RAWA,LW,RAWA,Injector
20/06/2021,BG-0604I,3065.473505,0,RAWA,LW,RAWA,Injector
21/06/2021,BG-0604I,3106.642888,0,RAWA,LW,RAWA,Injector
22/06/2021,BG-0604I,3111.348409,0,RAWA,LW,RAWA,Injector
23/06/2021,BG-0604I,3132.529669,0,RAWA,LW,RAWA,Injector
24/06/2021,BG-0604I,3158.417312,0,RAWA,LW,RAWA,Injector
25/06/2021,BG-0604I,3134.889309,0,RAWA,LW,RAWA,Injector
26/06/2021,BG-0604I,3539.544645,0,RAWA,LW,RAWA,Injector
27/06/2021,BG-0604I,3478.370319,0,RAWA,LW,RAWA,Injector
28/06/2021,BG-0604I,3524.968426,0,RAWA,LW,RAWA,Injector
29/06/2021,BG-0604I,4325.229884,0,RAWA,LW,RAWA,Injector
30/06/2021,BG-0604I,4067.467936,0,RAWA,LW,RAWA,Injector
01/07/2021,BG-0604I,3983.813101,0,RAWA,LW,RAWA,Injector
02/07/2021,BG-0604I,3866.878791,0,RAWA,LW,RAWA,Injector
03/07/2021,BG-0604I,3665.42953,0,RAWA,LW,RAWA,Injector
04/07/2021,BG-0604I,3520.901904,0,RAWA,LW,RAWA,Injector
05/07/2021,BG-0604I,3450.207722,0,RAWA,LW,RAWA,Injector
06/07/2021,BG-0604I,3473.401018,0,RAWA,LW,RAWA,Injector
07/07/2021,BG-0604I,3461.314289,0,RAWA,LW,RAWA,Injector
08/07/2021,BG-0604I,3582.193682,0,RAWA,LW,RAWA,Injector
09/07/2021,BG-0604I,3523.773148,0,RAWA,LW,RAWA,Injector
10/07/2021,BG-0604I,1132.282007,0,RAWA,LW,RAWA,Injector
11/07/2021,BG-0604I,1823.340268,0,RAWA,LW,RAWA,Injector
12/07/2021,BG-0604I,2146.705347,0,RAWA,LW,RAWA,Injector
13/07/2021,BG-0604I,2267.58532,0,RAWA,LW,RAWA,Injector
14/07/2021,BG-0604I,1896.871126,0,RAWA,LW,RAWA,Injector
15/07/2021,BG-0604I,1707.481807,0,RAWA,LW,RAWA,Injector
16/07/2021,BG-0604I,4746.696137,0,RAWA,LW,RAWA,Injector
17/07/2021,BG-0604I,3834.030976,0,RAWA,LW,RAWA,Injector
18/07/2021,BG-0604I,3513.698857,0,RAWA,LW,RAWA,Injector
19/07/2021,BG-0604I,3737.345512,0,RAWA,LW,RAWA,Injector
20/07/2021,BG-0604I,3041.253663,0,RAWA,LW,RAWA,Injector
21/07/2021,BG-0604I,2874.029594,0,RAWA,LW,RAWA,Injector
22/07/2021,BG-0604I,3407.932018,0,RAWA,LW,RAWA,Injector
23/07/2021,BG-0604I,3405.919457,0,RAWA,LW,RAWA,Injector
24/07/2021,BG-0604I,3353.536549,0,RAWA,LW,RAWA,Injector
25/07/2021,BG-0604I,3441.961862,0,RAWA,LW,RAWA,Injector
26/07/2021,BG-0604I,3452.276367,0,RAWA,LW,RAWA,Injector
27/07/2021,BG-0604I,3406.22851,0,RAWA,LW,RAWA,Injector
28/07/2021,BG-0604I,2640.978505,0,RAWA,LW,RAWA,Injector
29/07/2021,BG-0604I,2896.984625,0,RAWA,LW,RAWA,Injector
30/07/2021,BG-0604I,2928.50002,0,RAWA,LW,RAWA,Injector
31/07/2021,BG-0604I,2882.145888,0,RAWA,LW,RAWA,Injector
01/08/2021,BG-0604I,2936.017652,0,RAWA,LW,RAWA,Injector
02/08/2021,BG-0604I,3103.207991,0,RAWA,LW,RAWA,Injector
03/08/2021,BG-0604I,3465.010331,0,RAWA,LW,RAWA,Injector
04/08/2021,BG-0604I,4383.914807,0,RAWA,LW,RAWA,Injector
05/08/2021,BG-0604I,4532.412854,0,RAWA,LW,RAWA,Injector
06/08/2021,BG-0604I,2484.006964,0,RAWA,LW,RAWA,Injector
07/08/2021,BG-0604I,2343.603383,0,RAWA,LW,RAWA,Injector
08/08/2021,BG-0604I,3027.600732,0,RAWA,LW,RAWA,Injector
09/08/2021,BG-0604I,2757.606519,0,RAWA,LW,RAWA,Injector
10/08/2021,BG-0604I,2875.503665,0,RAWA,LW,RAWA,Injector
11/08/2021,BG-0604I,2535.300478,0,RAWA,LW,RAWA,Injector
12/08/2021,BG-0604I,2683.795133,0,RAWA,LW,RAWA,Injector
13/08/2021,BG-0604I,2894.387426,0,RAWA,LW,RAWA,Injector
14/08/2021,BG-0604I,1631.692547,0,RAWA,LW,RAWA,Injector
15/08/2021,BG-0604I,2602.785829,0,RAWA,LW,RAWA,Injector
16/08/2021,BG-0604I,1634.390296,0,RAWA,LW,RAWA,Injector
17/08/2021,BG-0604I,1920.590323,0,RAWA,LW,RAWA,Injector
18/08/2021,BG-0604I,2018.691528,0,RAWA,LW,RAWA,Injector
19/08/2021,BG-0604I,2607.297382,0,RAWA,LW,RAWA,Injector
20/08/2021,BG-0604I,2348.102345,0,RAWA,LW,RAWA,Injector
21/08/2021,BG-0604I,2390.105307,0,RAWA,LW,RAWA,Injector
22/08/2021,BG-0604I,2211.56942,0,RAWA,LW,RAWA,Injector
23/08/2021,BG-0604I,2266.96606,0,RAWA,LW,RAWA,Injector
24/08/2021,BG-0604I,2282.63723,0,RAWA,LW,RAWA,Injector
25/08/2021,BG-0604I,2326.088087,0,RAWA,LW,RAWA,Injector
26/08/2021,BG-0604I,2520.445373,0,RAWA,LW,RAWA,Injector
27/08/2021,BG-0604I,2558.397015,0,RAWA,LW,RAWA,Injector
28/08/2021,BG-0604I,2310.735579,0,RAWA,LW,RAWA,Injector
29/08/2021,BG-0604I,2325.116866,0,RAWA,LW,RAWA,Injector
30/08/2021,BG-0604I,2829.373625,0,RAWA,LW,RAWA,Injector
31/08/2021,BG-0604I,2660.015853,0,RAWA,LW,RAWA,Injector
01/09/2021,BG-0604I,2339.475129,0,RAWA,LW,RAWA,Injector
02/09/2021,BG-0604I,2552.853582,0,RAWA,LW,RAWA,Injector
03/09/2021,BG-0604I,2836.080655,0,RAWA,LW,RAWA,Injector
04/09/2021,BG-0604I,2472.480055,0,RAWA,LW,RAWA,Injector
05/09/2021,BG-0604I,2344.263545,0,RAWA,LW,RAWA,Injector
06/09/2021,BG-0604I,2456.211915,0,RAWA,LW,RAWA,Injector
07/09/2021,BG-0604I,2785.36338,0,RAWA,LW,RAWA,Injector
08/09/2021,BG-0604I,2782.493687,0,RAWA,LW,RAWA,Injector
09/09/2021,BG-0604I,2782.492172,0,RAWA,LW,RAWA,Injector
10/09/2021,BG-0604I,2770.054403,0,RAWA,LW,RAWA,Injector
11/09/2021,BG-0604I,2537.543355,0,RAWA,LW,RAWA,Injector
12/09/2021,BG-0604I,2859.05016,0,RAWA,LW,RAWA,Injector
13/09/2021,BG-0604I,2581.569285,0,RAWA,LW,RAWA,Injector
14/09/2021,BG-0604I,2638.021262,0,RAWA,LW,RAWA,Injector
15/09/2021,BG-0604I,2598.790969,0,RAWA,LW,RAWA,Injector
16/09/2021,BG-0604I,2609.322728,0,RAWA,LW,RAWA,Injector
17/09/2021,BG-0604I,2580.310122,0,RAWA,LW,RAWA,Injector
18/09/2021,BG-0604I,2565.057745,0,RAWA,LW,RAWA,Injector
19/09/2021,BG-0604I,2304.152905,0,RAWA,LW,RAWA,Injector
20/09/2021,BG-0604I,2266.188151,0,RAWA,LW,RAWA,Injector
21/09/2021,BG-0604I,2236.463266,0,RAWA,LW,RAWA,Injector
22/09/2021,BG-0604I,2508.115951,0,RAWA,LW,RAWA,Injector
23/09/2021,BG-0604I,3010.78921,0,RAWA,LW,RAWA,Injector
24/09/2021,BG-0604I,2912.029894,0,RAWA,LW,RAWA,Injector
