DATE,NAME,WATER_INJECTION,ZONE,SUBZONE,SECTOR,WELL_TYPE
01/06/2019,BG-0345-1_I,529.77925,WARA,MW,4,Injector
01/07/2019,BG-0345-1_I,544.19225,WARA,MW,4,Injector
01/08/2019,BG-0345-1_I,503.1558,WARA,MW,4,Injector
01/09/2019,BG-0345-1_I,383.7106,WARA,MW,4,Injector
01/10/2019,BG-0345-1_I,286.37209999999993,WARA,MW,4,Injector
01/11/2019,BG-0345-1_I,486.31695,WARA,MW,4,Injector
01/12/2019,BG-0345-1_I,762.1025999999998,WARA,MW,4,Injector
01/01/2020,BG-0345-1_I,778.2715499999998,WARA,MW,4,Injector
01/02/2020,BG-0345-1_I,774.3536499999999,WARA,MW,4,Injector
01/03/2020,BG-0345-1_I,771.1462499999999,WARA,MW,4,Injector
01/04/2020,BG-0345-1_I,728.73955,WARA,MW,4,Injector
01/05/2020,BG-0345-1_I,394.023,WARA,MW,4,Injector
01/06/2020,BG-0345-1_I,703.3137999999999,WARA,MW,4,Injector
01/07/2020,BG-0345-1_I,787.5790999999998,WARA,MW,4,Injector
01/08/2020,BG-0345-1_I,794.5521499999999,WARA,MW,4,Injector
01/09/2020,BG-0345-1_I,788.6143999999998,WARA,MW,4,Injector
01/10/2020,BG-0345-1_I,789.0914499999999,WARA,MW,4,Injector
01/11/2020,BG-0345-1_I,1133.755,WARA,MW,4,Injector
01/12/2020,BG-0345-1_I,1330.30975,WARA,MW,4,Injector
01/01/2021,BG-0345-1_I,1265.9688999999996,WARA,MW,4,Injector
01/02/2021,BG-0345-1_I,1273.20585,WARA,MW,4,Injector
01/03/2021,BG-0345-1_I,1228.70825,WARA,MW,4,Injector
01/04/2021,BG-0345-1_I,1206.8654499999998,WARA,MW,4,Injector
01/05/2021,BG-0345-1_I,1074.885,WARA,MW,4,Injector
01/06/2021,BG-0345-1_I,899.9294499999999,WARA,MW,4,Injector
01/07/2021,BG-0345-1_I,178.24415,WARA,MW,4,Injector
01/08/2021,BG-0345-1_I,218.1641,WARA,MW,4,Injector
01/09/2021,BG-0345-1_I,997.5115499999996,WARA,MW,4,Injector
01/10/2021,BG-0345-1_I,1002.1298,WARA,MW,4,Injector
01/11/2021,BG-0345-1_I,1014.17785,WARA,MW,4,Injector
01/12/2021,BG-0345-1_I,851.0470499999999,WARA,MW,4,Injector
01/01/2022,BG-0345-1_I,0.0,WARA,MW,4,Injector
01/02/2022,BG-0345-1_I,0.0,WARA,MW,4,Injector
01/03/2022,BG-0345-1_I,0.0,WARA,MW,4,Injector
01/04/2022,BG-0345-1_I,254.5823,WARA,MW,4,Injector
01/05/2022,BG-0345-1_I,398.0018,WARA,MW,4,Injector
01/06/2022,BG-0345-1_I,418.79915,WARA,MW,4,Injector
01/07/2022,BG-0345-1_I,493.4524,WARA,MW,4,Injector
01/08/2022,BG-0345-1_I,476.1568,WARA,MW,4,Injector
01/09/2022,BG-0345-1_I,489.4736,WARA,MW,4,Injector
01/10/2022,BG-0345-1_I,437.36349999999993,WARA,MW,4,Injector
01/11/2022,BG-0345-1_I,385.81165,WARA,MW,4,Injector
01/12/2022,BG-0345-1_I,398.19465,WARA,MW,4,Injector
01/01/2023,BG-0345-1_I,440.3679,WARA,MW,4,Injector
01/02/2023,BG-0345-1_I,425.4068,WARA,MW,4,Injector
01/03/2023,BG-0345-1_I,445.14855,WARA,MW,4,Injector
01/04/2023,BG-0345-1_I,470.8382,WARA,MW,4,Injector
01/05/2023,BG-0345-1_I,543.6137,WARA,MW,4,Injector
01/06/2023,BG-0345-1_I,555.6008499999998,WARA,MW,4,Injector
01/07/2023,BG-0345-1_I,439.62695,WARA,MW,4,Injector
01/08/2023,BG-0345-1_I,460.08935,WARA,MW,4,Injector
01/09/2023,BG-0345-1_I,422.16895,WARA,MW,4,Injector
01/10/2023,BG-0345-1_I,348.25665,WARA,MW,4,Injector
01/11/2023,BG-0345-1_I,318.41565,WARA,MW,4,Injector
01/12/2023,BG-0345-1_I,320.4761,WARA,MW,4,Injector
01/01/2024,BG-0345-1_I,346.65294999999986,WARA,MW,4,Injector
01/02/2024,BG-0345-1_I,310.8538999999999,WARA,MW,4,Injector
01/03/2024,BG-0345-1_I,304.90599999999995,WARA,MW,4,Injector
01/04/2024,BG-0345-1_I,314.55865,WARA,MW,4,Injector
01/05/2024,BG-0345-1_I,313.8989,WARA,MW,4,Injector
01/06/2024,BG-0345-1_I,297.86189999999993,WARA,MW,4,Injector
01/07/2024,BG-0345-1_I,300.67345,WARA,MW,4,Injector
01/08/2024,BG-0345-1_I,311.86889999999994,WARA,MW,4,Injector
01/09/2024,BG-0345-1_I,314.8733,WARA,MW,4,Injector
01/10/2024,BG-0345-1_I,283.66205,WARA,MW,4,Injector
01/11/2014,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/12/2014,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/01/2015,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/02/2015,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/03/2015,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/04/2015,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/05/2015,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/06/2015,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/07/2015,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/08/2015,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/09/2015,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/10/2015,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/11/2015,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/12/2015,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/01/2016,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/02/2016,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/03/2016,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/04/2016,BG-0492-2_I,2750.59925,WARA,LW,3,Injector
01/05/2016,BG-0492-2_I,5674.28645,WARA,LW,3,Injector
01/06/2016,BG-0492-2_I,3458.7748999999994,WARA,LW,3,Injector
01/07/2016,BG-0492-2_I,3458.7748999999994,WARA,LW,3,Injector
01/08/2016,BG-0492-2_I,3458.7748999999994,WARA,LW,3,Injector
01/09/2016,BG-0492-2_I,3458.7748999999994,WARA,LW,3,Injector
01/10/2016,BG-0492-2_I,7694.004499999999,WARA,LW,3,Injector
01/11/2016,BG-0492-2_I,5164.12715,WARA,LW,3,Injector
01/12/2016,BG-0492-2_I,5726.995399999999,WARA,LW,3,Injector
01/01/2017,BG-0492-2_I,5770.54905,WARA,LW,3,Injector
01/02/2017,BG-0492-2_I,6529.413799999998,WARA,LW,3,Injector
01/03/2017,BG-0492-2_I,5061.69335,WARA,LW,3,Injector
01/04/2017,BG-0492-2_I,4391.336599999999,WARA,LW,3,Injector
01/05/2017,BG-0492-2_I,4214.482999999998,WARA,LW,3,Injector
01/06/2017,BG-0492-2_I,5478.076799999999,WARA,LW,3,Injector
01/07/2017,BG-0492-2_I,6445.564649999998,WARA,LW,3,Injector
01/08/2017,BG-0492-2_I,8692.977649999999,WARA,LW,3,Injector
01/09/2017,BG-0492-2_I,6897.4528,WARA,LW,3,Injector
01/10/2017,BG-0492-2_I,7309.32965,WARA,LW,3,Injector
01/11/2017,BG-0492-2_I,5639.197899999999,WARA,LW,3,Injector
01/12/2017,BG-0492-2_I,4762.71495,WARA,LW,3,Injector
01/01/2018,BG-0492-2_I,5758.287849999999,WARA,LW,3,Injector
01/02/2018,BG-0492-2_I,5648.44455,WARA,LW,3,Injector
01/03/2018,BG-0492-2_I,8415.9943,WARA,LW,3,Injector
01/04/2018,BG-0492-2_I,7935.74705,WARA,LW,3,Injector
01/05/2018,BG-0492-2_I,7126.62965,WARA,LW,3,Injector
01/06/2018,BG-0492-2_I,9125.73305,WARA,LW,3,Injector
01/07/2018,BG-0492-2_I,9617.683249999998,WARA,LW,3,Injector
01/08/2018,BG-0492-2_I,8343.3,WARA,LW,3,Injector
01/09/2018,BG-0492-2_I,8203.99125,WARA,LW,3,Injector
01/10/2018,BG-0492-2_I,6184.547249999999,WARA,LW,3,Injector
01/11/2018,BG-0492-2_I,227.41075,WARA,LW,3,Injector
01/12/2018,BG-0492-2_I,218.98625,WARA,LW,3,Injector
01/01/2019,BG-0492-2_I,198.17875,WARA,LW,3,Injector
01/02/2019,BG-0492-2_I,211.7696,WARA,LW,3,Injector
01/03/2019,BG-0492-2_I,205.99425,WARA,LW,3,Injector
01/04/2019,BG-0492-2_I,49.2478,WARA,LW,3,Injector
01/05/2019,BG-0492-2_I,10.38345,WARA,LW,3,Injector
01/06/2019,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/07/2019,BG-0492-2_I,144.6578,WARA,LW,3,Injector
01/08/2019,BG-0492-2_I,144.54614999999995,WARA,LW,3,Injector
01/09/2019,BG-0492-2_I,162.0143,WARA,LW,3,Injector
01/10/2019,BG-0492-2_I,79.24104999999999,WARA,LW,3,Injector
01/11/2019,BG-0492-2_I,130.8132,WARA,LW,3,Injector
01/12/2019,BG-0492-2_I,166.6427,WARA,LW,3,Injector
01/01/2020,BG-0492-2_I,56.84,WARA,LW,3,Injector
01/02/2020,BG-0492-2_I,25.91295,WARA,LW,3,Injector
01/03/2020,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/04/2020,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/05/2020,BG-0492-2_I,110.6147,WARA,LW,3,Injector
01/06/2020,BG-0492-2_I,151.7831,WARA,LW,3,Injector
01/07/2020,BG-0492-2_I,134.76155,WARA,LW,3,Injector
01/08/2020,BG-0492-2_I,144.39389999999997,WARA,LW,3,Injector
01/09/2020,BG-0492-2_I,149.43845,WARA,LW,3,Injector
01/10/2020,BG-0492-2_I,28.87675,WARA,LW,3,Injector
01/11/2020,BG-0492-2_I,149.20499999999996,WARA,LW,3,Injector
01/12/2020,BG-0492-2_I,144.79989999999995,WARA,LW,3,Injector
01/01/2021,BG-0492-2_I,134.3251,WARA,LW,3,Injector
01/02/2021,BG-0492-2_I,134.25405,WARA,LW,3,Injector
01/03/2021,BG-0492-2_I,123.5052,WARA,LW,3,Injector
01/04/2021,BG-0492-2_I,98.97265,WARA,LW,3,Injector
01/05/2021,BG-0492-2_I,62.6458,WARA,LW,3,Injector
01/06/2021,BG-0492-2_I,51.2169,WARA,LW,3,Injector
01/07/2021,BG-0492-2_I,86.14305,WARA,LW,3,Injector
01/08/2021,BG-0492-2_I,25.91295,WARA,LW,3,Injector
01/09/2021,BG-0492-2_I,29.0696,WARA,LW,3,Injector
01/10/2021,BG-0492-2_I,153.1635,WARA,LW,3,Injector
01/11/2021,BG-0492-2_I,57.8753,WARA,LW,3,Injector
01/12/2021,BG-0492-2_I,31.1199,WARA,LW,3,Injector
01/01/2022,BG-0492-2_I,67.74109999999999,WARA,LW,3,Injector
01/02/2022,BG-0492-2_I,78.42904999999998,WARA,LW,3,Injector
01/03/2022,BG-0492-2_I,48.1516,WARA,LW,3,Injector
01/04/2022,BG-0492-2_I,107.05205,WARA,LW,3,Injector
01/05/2022,BG-0492-2_I,144.07924999999997,WARA,LW,3,Injector
01/06/2022,BG-0492-2_I,115.05024999999998,WARA,LW,3,Injector
01/07/2022,BG-0492-2_I,119.02904999999998,WARA,LW,3,Injector
01/08/2022,BG-0492-2_I,0.0,WARA,LW,3,Injector
01/09/2022,BG-0492-2_I,19.4068,WARA,LW,3,Injector
01/10/2022,BG-0492-2_I,104.4435,WARA,LW,3,Injector
01/11/2022,BG-0492-2_I,126.03255,WARA,LW,3,Injector
01/12/2022,BG-0492-2_I,146.51524999999995,WARA,LW,3,Injector
01/01/2023,BG-0492-2_I,150.10834999999997,WARA,LW,3,Injector
01/02/2023,BG-0492-2_I,134.39614999999998,WARA,LW,3,Injector
01/03/2023,BG-0492-2_I,133.57399999999998,WARA,LW,3,Injector
01/04/2023,BG-0492-2_I,133.39129999999997,WARA,LW,3,Injector
01/05/2023,BG-0492-2_I,128.54975,WARA,LW,3,Injector
01/06/2023,BG-0492-2_I,144.09955,WARA,LW,3,Injector
01/07/2023,BG-0492-2_I,137.8979,WARA,LW,3,Injector
01/08/2023,BG-0492-2_I,126.21524999999998,WARA,LW,3,Injector
01/09/2023,BG-0492-2_I,125.5758,WARA,LW,3,Injector
01/10/2023,BG-0492-2_I,127.25055,WARA,LW,3,Injector
01/11/2023,BG-0492-2_I,127.53475,WARA,LW,3,Injector
01/12/2023,BG-0492-2_I,112.45185,WARA,LW,3,Injector
01/01/2024,BG-0492-2_I,107.03175,WARA,LW,3,Injector
01/02/2024,BG-0492-2_I,129.7779,WARA,LW,3,Injector
01/03/2024,BG-0492-2_I,126.19495,WARA,LW,3,Injector
01/04/2024,BG-0492-2_I,130.33614999999998,WARA,LW,3,Injector
01/05/2024,BG-0492-2_I,133.46235,WARA,LW,3,Injector
01/06/2024,BG-0492-2_I,153.41725,WARA,LW,3,Injector
01/07/2024,BG-0492-2_I,130.23465,WARA,LW,3,Injector
01/08/2024,BG-0492-2_I,133.90895,WARA,LW,3,Injector
01/09/2024,BG-0492-2_I,133.9191,WARA,LW,3,Injector
01/10/2024,BG-0492-2_I,136.22315,WARA,LW,3,Injector
01/11/2014,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/12/2014,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/01/2015,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/02/2015,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/03/2015,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/04/2015,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/05/2015,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/06/2015,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/07/2015,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/08/2015,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/09/2015,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/10/2015,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/11/2015,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/12/2015,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/01/2016,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/02/2016,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/03/2016,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/04/2016,BG-0492-2_I,61.62065,WARA,MW,3,Injector
01/05/2016,BG-0492-2_I,127.12874999999998,WARA,MW,3,Injector
01/06/2016,BG-0492-2_I,77.4851,WARA,MW,3,Injector
01/07/2016,BG-0492-2_I,77.4851,WARA,MW,3,Injector
01/08/2016,BG-0492-2_I,77.4851,WARA,MW,3,Injector
01/09/2016,BG-0492-2_I,77.4851,WARA,MW,3,Injector
01/10/2016,BG-0492-2_I,172.37745,WARA,MW,3,Injector
01/11/2016,BG-0492-2_I,115.69984999999998,WARA,MW,3,Injector
01/12/2016,BG-0492-2_I,128.30614999999997,WARA,MW,3,Injector
01/01/2017,BG-0492-2_I,129.28055,WARA,MW,3,Injector
01/02/2017,BG-0492-2_I,146.2818,WARA,MW,3,Injector
01/03/2017,BG-0492-2_I,113.3958,WARA,MW,3,Injector
01/04/2017,BG-0492-2_I,98.38395,WARA,MW,3,Injector
01/05/2017,BG-0492-2_I,94.4153,WARA,MW,3,Injector
01/06/2017,BG-0492-2_I,122.72364999999998,WARA,MW,3,Injector
01/07/2017,BG-0492-2_I,144.40404999999996,WARA,MW,3,Injector
01/08/2017,BG-0492-2_I,194.7582,WARA,MW,3,Injector
01/09/2017,BG-0492-2_I,154.5236,WARA,MW,3,Injector
01/10/2017,BG-0492-2_I,163.7601,WARA,MW,3,Injector
01/11/2017,BG-0492-2_I,126.33705,WARA,MW,3,Injector
01/12/2017,BG-0492-2_I,106.6968,WARA,MW,3,Injector
01/01/2018,BG-0492-2_I,129.0065,WARA,MW,3,Injector
01/02/2018,BG-0492-2_I,126.5502,WARA,MW,3,Injector
01/03/2018,BG-0492-2_I,188.5464,WARA,MW,3,Injector
01/04/2018,BG-0492-2_I,177.7874,WARA,MW,3,Injector
01/05/2018,BG-0492-2_I,159.6595,WARA,MW,3,Injector
01/06/2018,BG-0492-2_I,204.45145,WARA,MW,3,Injector
01/07/2018,BG-0492-2_I,215.47435,WARA,MW,3,Injector
01/08/2018,BG-0492-2_I,186.9224,WARA,MW,3,Injector
01/09/2018,BG-0492-2_I,183.7962,WARA,MW,3,Injector
01/10/2018,BG-0492-2_I,138.55764999999997,WARA,MW,3,Injector
01/11/2018,BG-0492-2_I,7277.194749999999,WARA,MW,3,Injector
01/12/2018,BG-0492-2_I,7007.549849999999,WARA,MW,3,Injector
01/01/2019,BG-0492-2_I,6341.709849999998,WARA,MW,3,Injector
01/02/2019,BG-0492-2_I,6776.5663,WARA,MW,3,Injector
01/03/2019,BG-0492-2_I,6591.72465,WARA,MW,3,Injector
01/04/2019,BG-0492-2_I,1575.9905,WARA,MW,3,Injector
01/05/2019,BG-0492-2_I,332.17905,WARA,MW,3,Injector
01/06/2019,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/07/2019,BG-0492-2_I,4628.9481,WARA,MW,3,Injector
01/08/2019,BG-0492-2_I,4625.5377,WARA,MW,3,Injector
01/09/2019,BG-0492-2_I,5184.42715,WARA,MW,3,Injector
01/10/2019,BG-0492-2_I,2535.5918,WARA,MW,3,Injector
01/11/2019,BG-0492-2_I,4186.184799999999,WARA,MW,3,Injector
01/12/2019,BG-0492-2_I,5332.57655,WARA,MW,3,Injector
01/01/2020,BG-0492-2_I,1818.8394,WARA,MW,3,Injector
01/02/2020,BG-0492-2_I,829.3158999999997,WARA,MW,3,Injector
01/03/2020,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/04/2020,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/05/2020,BG-0492-2_I,3539.5282999999995,WARA,MW,3,Injector
01/06/2020,BG-0492-2_I,4857.1201,WARA,MW,3,Injector
01/07/2020,BG-0492-2_I,4312.50155,WARA,MW,3,Injector
01/08/2020,BG-0492-2_I,4620.5439,WARA,MW,3,Injector
01/09/2020,BG-0492-2_I,4782.0913,WARA,MW,3,Injector
01/10/2020,BG-0492-2_I,924.10675,WARA,MW,3,Injector
01/11/2020,BG-0492-2_I,4774.56,WARA,MW,3,Injector
01/12/2020,BG-0492-2_I,4633.556199999999,WARA,MW,3,Injector
01/01/2021,BG-0492-2_I,4298.51485,WARA,MW,3,Injector
01/02/2021,BG-0492-2_I,4296.231099999999,WARA,MW,3,Injector
01/03/2021,BG-0492-2_I,3952.044599999999,WARA,MW,3,Injector
01/04/2021,BG-0492-2_I,3167.0639,WARA,MW,3,Injector
01/05/2021,BG-0492-2_I,2004.625,WARA,MW,3,Injector
01/06/2021,BG-0492-2_I,1638.9408,WARA,MW,3,Injector
01/07/2021,BG-0492-2_I,2756.54715,WARA,MW,3,Injector
01/08/2021,BG-0492-2_I,829.3666499999998,WARA,MW,3,Injector
01/09/2021,BG-0492-2_I,930.35915,WARA,MW,3,Injector
01/10/2021,BG-0492-2_I,4901.2929,WARA,MW,3,Injector
01/11/2021,BG-0492-2_I,1852.1111,WARA,MW,3,Injector
01/12/2021,BG-0492-2_I,995.8165,WARA,MW,3,Injector
01/01/2022,BG-0492-2_I,2167.70505,WARA,MW,3,Injector
01/02/2022,BG-0492-2_I,2509.80065,WARA,MW,3,Injector
01/03/2022,BG-0492-2_I,1540.94255,WARA,MW,3,Injector
01/04/2022,BG-0492-2_I,3425.7265,WARA,MW,3,Injector
01/05/2022,BG-0492-2_I,4610.617199999999,WARA,MW,3,Injector
01/06/2022,BG-0492-2_I,3681.4659,WARA,MW,3,Injector
01/07/2022,BG-0492-2_I,3808.9296,WARA,MW,3,Injector
01/08/2022,BG-0492-2_I,0.0,WARA,MW,3,Injector
01/09/2022,BG-0492-2_I,621.12925,WARA,MW,3,Injector
01/10/2022,BG-0492-2_I,3342.0905,WARA,MW,3,Injector
01/11/2022,BG-0492-2_I,4032.9604,WARA,MW,3,Injector
01/12/2022,BG-0492-2_I,4688.437249999999,WARA,MW,3,Injector
01/01/2023,BG-0492-2_I,4803.57885,WARA,MW,3,Injector
01/02/2023,BG-0492-2_I,4300.6565,WARA,MW,3,Injector
01/03/2023,BG-0492-2_I,4274.37815,WARA,MW,3,Injector
01/04/2023,BG-0492-2_I,4268.521599999999,WARA,MW,3,Injector
01/05/2023,BG-0492-2_I,4113.510799999999,WARA,MW,3,Injector
01/06/2023,BG-0492-2_I,4611.19575,WARA,MW,3,Injector
01/07/2023,BG-0492-2_I,4412.7531,WARA,MW,3,Injector
01/08/2023,BG-0492-2_I,4038.7865,WARA,MW,3,Injector
01/09/2023,BG-0492-2_I,4018.49665,WARA,MW,3,Injector
01/10/2023,BG-0492-2_I,4072.088649999999,WARA,MW,3,Injector
