DATE,LIQUID_VOLUME_sim,CUM_WATER_INJECTED_sim,LIQUID_VOLUME,PRIMARY_SUPPORT,WATER_VOLUME,NAME,TRAIN,ID,SUBZONE,PRODUCER,SIMULATION
2021-07-11,708.1740924585476,14891.341237835748,704.8706488,29.806234192457804,280.3436865,BG-0234P,True,28,LW,BG-0234P,xx1
2021-07-12,710.3450287663658,15574.966817558481,703.9995474,26.719449043632927,278.7296194,BG-0234P,True,29,LW,BG-0234P,xx1
2021-07-13,712.8526183517561,16263.867099208275,705.5657192,23.9523367019625,279.3425446,BG-0234P,True,30,LW,BG-0234P,xx1
2021-07-14,715.0338690425469,16957.42917695201,705.493145,21.471791298813944,281.6753072,BG-0234P,True,31,LW,BG-0234P,xx1
2021-07-15,716.9948376705321,17655.17587915599,703.6532143,19.248135466551265,283.0644553,BG-0234P,True,32,LW,BG-0234P,xx1
2021-07-16,719.1156155110436,18357.03672938999,706.4704682,17.254765277043933,263.6262898,BG-0234P,True,33,LW,BG-0234P,xx1
2021-07-17,722.3530646597624,19063.921962098797,711.4609042,15.46783195095755,274.9306315,BG-0234P,True,34,LW,BG-0234P,xx1
2021-07-18,724.4292254073513,19774.485230976366,713.5797281,13.865956529780858,279.3123646,BG-0234P,True,35,LW,BG-0234P,xx1
2021-07-19,724.8714512916924,20486.926708171148,712.8988744,12.429974096910842,278.592853,BG-0234P,True,36,LW,BG-0234P,xx1
2021-07-20,724.5836789769417,21200.367682660446,712.1053472,11.14270448764464,284.3207258,BG-0234P,True,37,LW,BG-0234P,xx1
2021-07-21,723.7963988015363,21914.17533471714,711.6596677,9.988746744840986,286.9976127,BG-0234P,True,38,LW,BG-0234P,xx1
2021-07-22,721.9272639033067,22627.14830375934,709.9486008,8.954294861108895,284.0811131,BG-0234P,True,39,LW,BG-0234P,xx1
2021-07-23,719.6564655857483,23338.777796742033,709.5590443,8.026972603053768,284.6734461,BG-0234P,True,40,LW,BG-0234P,xx1
2021-07-24,717.1779104254719,24048.760021726095,708.6676907,7.195685441410243,285.4140373,BG-0234P,True,41,LW,BG-0234P,xx1
2021-07-25,711.7916512799612,24754.10118519051,698.6650333,6.4504878155464285,281.0827074,BG-0234P,True,42,LW,BG-0234P,xx1
2021-07-26,710.1621865662057,25458.48090761243,701.2490166,5.782464144285637,283.0265803,BG-0234P,True,43,LW,BG-0234P,xx1
2021-07-27,708.5337001031345,26161.83098555611,704.847858,5.183622159453156,284.9255851,BG-0234P,True,44,LW,BG-0234P,xx1
2021-07-28,704.1913381170701,26861.375526387194,702.052705,4.6467972859853,288.3457347,BG-0234P,True,45,LW,BG-0234P,xx1
2021-07-29,697.9703169429974,27555.18027640559,692.6628773,4.165566924599739,283.2874349,BG-0234P,True,46,LW,BG-0234P,xx1
2021-07-30,692.4167869084808,28243.86288970257,685.6457381,3.7341736115006876,280.3099093,BG-0234P,True,47,LW,BG-0234P,xx1
2021-07-31,689.566769327153,28930.082202893926,687.7683874,3.347456135797879,281.362471,BG-0234P,True,48,LW,BG-0234P,xx1
2021-08-01,686.5426897249733,29613.624104828374,685.6073852,3.000787790524721,281.6419064,BG-0234P,True,49,LW,BG-0234P,xx1
2021-08-02,683.7586274321295,30294.692711242016,682.7821609,2.6900210184877955,279.9174187,BG-0234P,True,50,LW,BG-0234P,xx1
2021-08-03,681.3034694618783,30973.584742913208,679.956591,2.4114377906878883,275.3734385,BG-0234P,True,51,LW,BG-0234P,xx1
2021-08-04,678.9878360579302,31650.4108738475,677.3493682,2.1617051236375184,265.7176303,BG-0234P,True,52,LW,BG-0234P,xx1
2021-08-05,679.6935693975263,32328.166608041643,680.5850552,1.9378352033819977,263.0037628,BG-0234P,True,53,LW,BG-0234P,xx1
2021-08-06,683.7544431079504,33010.18390151045,686.5384965,1.7371496391458014,276.7667081,BG-0234P,True,54,LW,BG-0234P,xx1
2021-08-07,690.0113589397677,33698.63801303128,693.6227716,1.557247418933139,278.9677703,BG-0234P,True,55,LW,BG-0234P,xx1
2021-08-08,697.6351003591902,34394.87713720677,702.3242081,1.3959761837019202,276.0610844,BG-0234P,True,56,LW,BG-0234P,xx1
2021-08-09,708.9138988879618,35102.5396296183,717.2589509,1.2514064764339463,285.2185357,BG-0234P,True,57,LW,BG-0234P,xx1
2021-08-10,717.7557243458592,35819.17354530615,725.762954,1.121808658015911,288.342756,BG-0234P,True,58,LW,BG-0234P,xx1
2021-08-11,725.4715690623843,36543.63948215478,732.9107206,1.0056322137516809,294.885099,BG-0234P,True,59,LW,BG-0234P,xx1
2021-08-12,731.3110137340568,37274.049008685906,736.8477695,0.9014872029279372,296.3254095,BG-0234P,True,60,LW,BG-0234P,xx1
2021-08-13,736.7375532843212,38009.97843434073,741.5499891,0.8081276294948806,297.1468716,BG-0234P,True,61,LW,BG-0234P,xx1
2021-08-14,741.9511429667731,38751.205140772596,746.0614254,0.7244365349079954,311.4097217,BG-0234P,True,62,LW,BG-0234P,xx1
2021-08-15,746.2337881588313,39496.789516296645,750.2459838,0.6494126347808875,305.3972984,BG-0234P,True,63,LW,BG-0234P,xx1
2021-08-16,750.6082873757107,40246.815645332885,753.6964059,0.5821583394694686,315.8182032,BG-0234P,True,64,LW,BG-0234P,xx1
2021-08-17,754.5036221417524,41000.79739845937,756.8621026,0.5218690152651507,315.614308,BG-0234P,True,65,LW,BG-0234P,xx1
2021-08-18,758.3316289584975,41758.66120406015,759.8493695,0.467823357717444,316.8999661,BG-0234P,True,66,LW,BG-0234P,xx1
2021-08-19,761.6901845158718,42519.932013814105,763.4146618,0.4193747619119062,313.7305611,BG-0234P,True,67,LW,BG-0234P,xx1
2021-08-20,766.4910468198321,43286.04711704748,772.488666,0.37594358645703413,319.3720034,BG-0234P,True,68,LW,BG-0234P,xx1
2021-08-21,767.7399824411278,44053.45008926998,776.4157135,0.3370102186260462,322.0783217,BG-0234P,True,69,LW,BG-0234P,xx1
2021-08-22,770.1126688405654,44823.26064925286,784.2359297,0.3021088576845713,330.4158196,BG-0234P,True,70,LW,BG-0234P,xx1
2021-08-23,764.2631279776632,45587.252955288495,771.4956329,0.27082194202767323,328.9899036,BG-0234P,True,71,LW,BG-0234P,xx1
2021-08-24,762.1779435295651,46349.18812366461,771.8323427,0.242775153452199,333.8461564,BG-0234P,True,72,LW,BG-0234P,xx1
2021-08-25,757.6314762479243,47106.601966973736,766.0900962,0.21763293879532164,335.7679871,BG-0234P,True,73,LW,BG-0234P,xx1
2021-08-26,753.0231787962231,47859.4300512746,758.55135,0.19509449535993797,334.2679504,BG-0234P,True,74,LW,BG-0234P,xx1
2021-08-27,748.1082791479002,48607.3634402504,750.9163906,0.17489017209635296,332.5279173,BG-0234P,True,75,LW,BG-0234P,xx1
2021-08-28,744.6675764958768,49351.874238502794,748.0119663,0.1567782434838129,332.7846001,BG-0234P,True,76,LW,BG-0234P,xx1
2021-08-29,741.3358424244543,50093.06953890973,744.6249672,0.14054201751444376,331.8323321,BG-0234P,True,77,LW,BG-0234P,xx1
2021-08-30,738.9111405049692,50831.854692171524,744.0888838,0.12598724317937382,328.2766449,BG-0234P,True,78,LW,BG-0234P,xx1
2021-08-31,736.16059498465,51567.90234736973,741.8568085,0.11293978644007584,329.3471933,BG-0234P,True,79,LW,BG-0234P,xx1
2021-09-01,732.7711228136898,52300.57222663654,736.8443829,0.10124354688013512,329.8546303,BG-0234P,True,80,LW,BG-0234P,xx1
2021-09-02,730.1539650245727,53030.635433071,734.3947174,0.09075859011216358,339.5838603,BG-0234P,True,81,LW,BG-0234P,xx1
2021-09-03,727.4643531939735,53758.01842679138,735.7888586,0.08135947359588125,327.2427059,BG-0234P,True,82,LW,BG-0234P,xx1
2021-09-04,725.0786394251713,54483.02413247072,739.5752292,0.07293374583737348,332.4293595,BG-0234P,True,83,LW,BG-0234P,xx1
2021-09-05,716.978613316235,55199.937365185935,722.2249876,0.06538060101386743,325.7914342,BG-0234P,True,84,LW,BG-0234P,xx1
2021-09-06,712.2997214787174,55912.17847699172,713.8267793,0.05860967292789281,321.933484,BG-0234P,True,85,LW,BG-0234P,xx1
2021-09-07,708.0017901296485,56620.127727167506,709.2791513,0.052539953861635146,318.2328749,BG-0234P,True,86,LW,BG-0234P,xx1
2021-09-08,704.1662954758823,57324.24692381799,704.56623,0.047098825396601506,316.4314378,BG-0234P,True,87,LW,BG-0234P,xx1
2021-09-09,700.5211704115114,58024.7258730399,704.0673214,0.04222118960327768,316.9270299,BG-0234P,True,88,LW,BG-0234P,xx1
2021-09-10,697.1135683900113,58721.8015927397,701.158401,0.03784869020628594,316.1418524,BG-0234P,True,89,LW,BG-0234P,xx1
2021-09-11,693.4606020331638,59415.22826575846,697.1986363,0.03392901440702649,317.441011,BG-0234P,True,90,LW,BG-0234P,xx1
2021-09-12,689.5815384638194,60104.77938895527,692.6418725,0.030415267010772868,313.8738911,BG-0234P,True,91,LW,BG-0234P,xx1
2021-09-13,686.4602318645041,60791.212355410404,689.9765162,0.027265409370247677,314.8739842,BG-0234P,True,92,LW,BG-0234P,xx1
2021-09-14,683.1834544257274,61474.3713680797,686.4891713,0.0244417564331716,313.9752534,BG-0234P,True,93,LW,BG-0234P,xx1
2021-09-15,680.3475355281538,62154.696993081976,683.4207992,0.02191052587643791,313.2187034,BG-0234P,True,94,LW,BG-0234P,xx1
2021-09-16,678.1936019958397,62832.870953643884,681.5835189,0.019641433932731538,312.8591584,BG-0234P,True,95,LW,BG-0234P,xx1
2021-09-17,676.4291072354115,63509.28245354622,681.5464525,0.017607333074041984,313.2276416,BG-0234P,True,96,LW,BG-0234P,xx1
2021-09-18,674.6074376959195,64183.874107354924,682.0491998,0.015783887217298415,314.354899,BG-0234P,True,97,LW,BG-0234P,xx1
2021-09-19,670.8544225712182,64854.71438064558,685.8815348,0.01414928056627063,319.382967,BG-0234P,True,98,LW,BG-0234P,xx1
2021-09-20,667.1664373343536,65521.86813402332,692.3975523,0.012683956606306168,323.5803268,BG-0234P,True,99,LW,BG-0234P,xx1
2021-09-21,651.9519550869417,66173.80871872614,636.1019027,0.011370384129223768,303.0170339,BG-0234P,True,100,LW,BG-0234P,xx1
2021-09-22,645.3117120963063,66819.11023797496,636.564064,0.01019284748907338,298.091775,BG-0234P,True,101,LW,BG-0234P,xx1
2021-09-23,643.378504354018,67462.4796050704,647.4195144,0.009137258579372405,301.26826,BG-0234P,True,102,LW,BG-0234P,xx1
2021-09-24,641.2280052278603,68103.69941930998,646.5282964,0.008190988282304273,301.9204861,BG-0234P,True,103,LW,BG-0234P,xx1
2021-09-25,638.8050866232566,68742.49716321786,644.0460026,0.007342715373329642,300.5938231,BG-0234P,True,104,LW,BG-0234P,xx1
2021-09-26,635.9739399603604,69378.46452088715,640.3173917,0.006582291073497186,297.7328317,BG-0234P,True,105,LW,BG-0234P,xx1
2021-09-27,633.9046242359225,70012.36324450544,638.9174508,0.005900617628951317,297.7893635,BG-0234P,True,106,LW,BG-0234P,xx1
2021-09-28,632.3215308632363,70644.67948582921,636.6906885,0.005289539464956015,296.5951376,BG-0234P,True,107,LW,BG-0234P,xx1
2021-09-29,632.2375516013708,71276.91229568498,622.8323396,0.004741745612196152,290.7858928,BG-0234P,True,108,LW,BG-0234P,xx1
2021-09-30,636.8841578058839,71913.79220280862,631.0827506,0.004250682237979745,291.933272,BG-0234P,True,109,LW,BG-0234P,xx1
2021-10-01,640.173061106688,72553.96145344106,634.7221561,0.003810474235860187,292.4820768,BG-0234P,True,110,LW,BG-0234P,xx1
2021-10-02,644.7908871780949,73198.74892476422,642.0730782,0.003415854935572689,293.6360233,BG-0234P,True,111,LW,BG-0234P,xx1
2021-10-03,648.0485949344428,73846.79445759558,644.0498772,0.0030621030923313197,296.400258,BG-0234P,True,112,LW,BG-0234P,xx1
2021-10-04,650.769236008512,74497.56094861768,642.9552654,0.002744986401623348,294.932693,BG-0234P,True,113,LW,BG-0234P,xx1
2021-10-05,653.9949702854428,75151.55345819227,644.5397774,0.002460710863709162,293.3602632,BG-0234P,True,114,LW,BG-0234P,xx1
2021-10-06,657.7392927610748,75809.29054507795,647.4774232,0.002205875392022119,297.2551091,BG-0234P,True,115,LW,BG-0234P,xx1
2021-10-07,661.6369757189132,76470.92554336574,651.0328847,0.001977431122400995,300.0045258,BG-0234P,True,116,LW,BG-0234P,xx1
2021-10-08,664.8401615968087,77135.76393231761,652.6985386,0.0017726449363286865,303.0393519,BG-0234P,True,117,LW,BG-0234P,xx1
2021-10-09,667.4859149884477,77803.2482582393,655.0753947,0.0015890667617673537,307.5461808,BG-0234P,True,118,LW,BG-0234P,xx1
2021-10-10,669.9849019786179,78473.23173571765,656.3470097,0.0014245002603756457,305.0862405,BG-0234P,True,119,LW,BG-0234P,xx1
2021-10-11,670.2646347480186,79143.49509348912,657.1225791,0.0012769765504083749,305.8146369,BG-0234P,True,120,LW,BG-0234P,xx1
2021-10-12,672.0460984065177,79815.54004716499,664.8282695,0.0011447306509181402,306.3682364,BG-0234P,True,121,LW,BG-0234P,xx1
2021-10-13,666.9384697371559,80482.47749072178,655.5947413,0.0010261803654361566,303.5043112,BG-0234P,True,122,LW,BG-0234P,xx1
2021-10-14,662.0621305300234,81144.53870134446,644.2553744,0.0009199073524956095,301.7513722,BG-0234P,True,123,LW,BG-0234P,xx1
2021-10-15,660.1724693282401,81804.71034603255,642.168391,0.0008246401565243462,297.3996733,BG-0234P,False,124,LW,BG-0234P,xx1
2021-10-16,662.394551695104,82467.10415848866,644.9254825,0.0007392389960876454,292.2711075,BG-0234P,False,125,LW,BG-0234P,xx1
2021-10-17,667.7404956149035,83134.84399142143,652.0427121,0.0006626821274868831,299.1996851,BG-0234P,False,126,LW,BG-0234P,xx1
2021-10-18,662.3181409059952,83797.1615382738,635.8090286,0.0005940536205674889,289.8150654,BG-0234P,False,127,LW,BG-0234P,xx1
2021-10-19,663.6647698110069,84460.8257755524,643.1674297,0.0005325324004853703,291.6094733,BG-0234P,False,128,LW,BG-0234P,xx1
2021-10-20,655.042121044337,85115.86741921431,625.89029,0.0004773824243269515,284.2887527,BG-0234P,False,129,LW,BG-0234P,xx1
2021-10-21,652.1128110135543,85767.97980228398,622.0822902,0.0004279438750554256,285.4306094,BG-0234P,False,130,LW,BG-0234P,xx1
2021-10-22,650.9594743030523,86418.93889296177,627.509127,0.0003836252674271627,288.0999884,BG-0234P,False,131,LW,BG-0234P,xx1
2021-10-23,650.0015046194421,87068.94005368484,629.2630349,0.0003438963714330564,289.4063305,BG-0234P,False,132,LW,BG-0234P,xx1
2021-10-24,643.6247624701956,87712.56450787316,617.6176003,0.00030828186860052716,284.5845087,BG-0234P,False,133,LW,BG-0234P,xx1
2021-10-25,644.7231870362293,88357.28741855372,618.311905,0.0002763556652598556,285.3952923,BG-0234P,False,134,LW,BG-0234P,xx1
2021-10-26,639.5376700872583,88996.82484090519,601.9805985,0.00024773579473848684,278.3920708,BG-0234P,False,135,LW,BG-0234P,xx1
2021-10-27,653.1437674568887,89649.96838628223,633.223708,0.0002220798474929073,288.7432428,BG-0234P,False,136,LW,BG-0234P,xx1
2021-10-28,651.8188655721294,90301.78705277348,622.7400871,0.00019908087450396563,287.1684087,BG-0234P,False,137,LW,BG-0234P,xx1
2021-10-29,659.8509543671872,90961.63782867695,633.3633672,0.00017846371492365857,294.6826593,BG-0234P,False,138,LW,BG-0234P,xx1
2021-10-30,661.5583008059398,91623.19596950118,637.324864,0.00015998170403716227,295.4073178,BG-0234P,False,139,LW,BG-0234P,xx1
2021-10-31,657.6064421592185,92280.80226824667,626.280512,0.00014341372215401094,291.6458676,BG-0234P,False,140,LW,BG-0234P,xx1
2021-11-01,655.4571222670519,92936.25926195217,624.1641222,0.0001285615491212058,290.6801611,BG-0234P,False,141,LW,BG-0234P,xx1
2021-11-02,653.2255276541579,93589.48467435884,624.0566859,0.00011524749280752114,290.2645773,BG-0234P,False,142,LW,BG-0234P,xx1
2021-11-03,650.8596125273835,94240.34418357396,623.1421371,0.00010331226318607591,290.1015653,BG-0234P,False,143,LW,BG-0234P,xx1
2021-11-04,646.9846930515827,94887.32878401248,620.9859762,9.261306658058976e-05,290.4489529,BG-0234P,False,144,LW,BG-0234P,xx1
2021-11-05,643.4060543553135,95530.7347553459,622.068682,8.302189727479295e-05,288.2399579,BG-0234P,False,145,LW,BG-0234P,xx1
2021-11-06,637.973612604616,96168.7082935265,618.1922766,7.442400604571775e-05,289.6666136,BG-0234P,False,146,LW,BG-0234P,xx1
2021-11-07,631.7080007154735,96800.41622752545,612.6186917,6.67165272983318e-05,286.4877425,BG-0234P,False,147,LW,BG-0234P,xx1
2021-11-08,624.5055115579337,97424.92167927613,604.7749143,5.980724837648239e-05,281.1874941,BG-0234P,False,148,LW,BG-0234P,xx1
2021-11-09,617.1795161622102,98042.10114182484,597.626239,5.361350632612559e-05,282.514365,BG-0234P,False,149,LW,BG-0234P,xx1
2021-11-10,609.7699587156883,98651.87105247933,588.9380838,4.806119891166576e-05,281.2339343,BG-0234P,False,150,LW,BG-0234P,xx1
2021-11-11,602.7881158587486,99254.65912525418,579.4071854,4.3083898053149736e-05,283.7955818,BG-0234P,False,151,LW,BG-0234P,xx1
2021-11-12,597.0074001288913,99851.66648676102,573.9254695,3.862205507744108e-05,278.5716469,BG-0234P,False,152,LW,BG-0234P,xx1
2021-11-13,591.8349933439855,100443.50144548272,569.02983,3.4622288274954175e-05,276.2536251,BG-0234P,False,153,LW,BG-0234P,xx1
2021-11-14,587.2073939481786,101030.70880839415,564.1732136,3.103674423824704e-05,272.727729,BG-0234P,False,154,LW,BG-0234P,xx1
2021-11-15,582.7099013549956,101613.41868192662,560.8035653,2.7822525341492302e-05,271.1927225,BG-0234P,False,155,LW,BG-0234P,xx1
2021-11-16,578.6825446830702,102192.10120166851,557.1598517,2.4941176511164223e-05,268.6284044,BG-0234P,False,156,LW,BG-0234P,xx1
2021-11-17,575.076699607747,102767.17787891804,553.9947223,2.2358225147641713e-05,266.740422,BG-0234P,False,157,LW,BG-0234P,xx1
2021-11-18,571.8440300052573,103339.02188888052,550.8198061,2.0042768693324257e-05,265.1666606,BG-0234P,False,158,LW,BG-0234P,xx1
2021-11-19,568.9384040985568,103907.96027501198,547.0288467,1.796710491290817e-05,263.5451568,BG-0234P,False,159,LW,BG-0234P,xx1
2021-11-20,566.4745881406902,104474.43484704627,543.4441488,1.610640046247552e-05,263.4348887,BG-0234P,False,160,LW,BG-0234P,xx1
2021-11-21,564.6349331515737,105039.06976575946,542.9622568,1.44383937821423e-05,263.6874633,BG-0234P,False,161,LW,BG-0234P,xx1
2021-11-22,563.5070543307984,105602.57680714712,543.1591186,1.2943128757656953e-05,263.7535965,BG-0234P,False,162,LW,BG-0234P,xx1
2021-11-23,557.9218011064629,106160.49859665087,529.0315121,1.1602715964464388e-05,257.3240037,BG-0234P,False,163,LW,BG-0234P,xx1
2021-11-24,558.5137659138871,106719.01235216364,529.5921995,1.0401118637747954e-05,257.3988331,BG-0234P,False,164,LW,BG-0234P,xx1
2021-11-25,559.7497329470962,107278.76207578677,531.2498871,9.323960807783292e-06,257.9627759,BG-0234P,False,165,LW,BG-0234P,xx1
2021-06-13,760.5963246797438,58.722632586468194,763.4649678,701.8736920932756,302.3927034,BG-0873ST1P,True,0,LW,BG-0873ST1P,xx1
2021-06-14,767.3675880709771,171.8227558460914,778.2587917,654.267464811354,311.7297355,BG-0873ST1P,True,1,LW,BG-0873ST1P,xx1
2021-06-15,769.9431563852341,331.8756708204985,769.7360085,609.890241410827,309.4925564,BG-0873ST1P,True,2,LW,BG-0873ST1P,xx1
2021-06-16,775.2632406118809,538.6159042927741,778.1259656,568.5230071396053,313.7650729,BG-0873ST1P,True,3,LW,BG-0873ST1P,xx1
2021-06-17,779.5730199984968,788.2273218570763,782.5391163,529.9616024341946,313.1903533,BG-0873ST1P,True,4,LW,BG-0873ST1P,xx1
2021-06-18,782.679105698953,1076.8907122242974,779.3427374,494.0157153317317,316.1116712,BG-0873ST1P,True,5,LW,BG-0873ST1P,xx1
2021-06-19,788.6923290698626,1405.075099070126,791.1991392,460.507942224034,322.3191216,BG-0873ST1P,True,6,LW,BG-0873ST1P,xx1
2021-06-20,792.2117784582016,1768.0139652101216,789.3535936,429.272912318206,322.6531262,BG-0873ST1P,True,7,LW,BG-0873ST1P,xx1
2021-06-21,797.9001742055121,2165.757667932878,797.9742803,400.15647148275565,327.2371865,BG-0873ST1P,True,8,LW,BG-0873ST1P,xx1
2021-06-22,803.1516553294523,2595.89440181107,807.0480366,373.01492145126053,332.1861805,BG-0873ST1P,True,9,LW,BG-0873ST1P,xx1
2021-06-23,807.2782117738727,3055.4583029561163,810.6907566,347.7143106288265,334.7460417,BG-0873ST1P,True,10,LW,BG-0873ST1P,xx1
2021-06-24,809.9080237864569,3541.2365537413125,809.618025,324.1297730012604,334.3371597,BG-0873ST1P,True,11,LW,BG-0873ST1P,xx1
2021-06-25,813.6612337603482,4052.7528756173847,817.9749885,302.1449118842761,339.7555895,BG-0873ST1P,True,12,LW,BG-0873ST1P,xx1
2021-06-26,815.8264876039276,4586.928137749957,822.4378039,281.65122547135456,345.5157926,BG-0873ST1P,True,13,LW,BG-0873ST1P,xx1
2021-06-27,816.4095490403913,5140.790115445183,823.9155897,262.54757134516575,349.7442177,BG-0873ST1P,True,14,LW,BG-0873ST1P,xx1
2021-06-28,815.3039986994386,5711.354446834864,823.2645718,244.73966730975783,353.7754557,BG-0873ST1P,True,15,LW,BG-0873ST1P,xx1
2021-06-29,811.7698484623904,6294.984669217281,815.7684749,228.1396260799722,355.8927691,BG-0873ST1P,True,16,LW,BG-0873ST1P,xx1
2021-06-30,808.1694661261332,6890.488613811775,810.1143889,212.6655215316393,356.1088129,BG-0873ST1P,True,17,LW,BG-0873ST1P,xx1
2021-07-01,803.4258738999531,7495.673503339858,799.6469302,198.24098437187044,353.1068926,BG-0873ST1P,True,18,LW,BG-0873ST1P,xx1
2021-07-02,801.2959069222476,8112.174585028146,801.3555383,184.79482523395973,351.0040158,BG-0873ST1P,True,19,LW,BG-0873ST1P,xx1
2021-07-03,798.5308024589008,8738.44470415029,798.5322233,172.26068333675673,350.3643507,BG-0873ST1P,True,20,LW,BG-0873ST1P,xx1
2021-07-04,796.0794040618975,9373.947409237648,796.4126992,160.57669897454053,350.312089,BG-0873ST1P,True,21,LW,BG-0873ST1P,xx1
2021-07-05,793.7746569465634,10018.036857963176,795.128495,149.68520822103505,350.7944853,BG-0873ST1P,True,22,LW,BG-0873ST1P,xx1
2021-07-06,789.8584414487528,10668.36284107109,785.9333448,139.53245834083955,355.0736901,BG-0873ST1P,True,23,LW,BG-0873ST1P,xx1
2021-07-07,787.720581402316,11326.01507996966,784.8244915,130.06834250374604,348.2029077,BG-0873ST1P,True,24,LW,BG-0873ST1P,xx1
2021-07-08,785.4048208096758,11990.173748286657,782.3558382,121.24615249267882,348.3761613,BG-0873ST1P,True,25,LW,BG-0873ST1P,xx1
2021-07-09,783.9816063061771,12661.133006408038,782.5560675,113.02234818479785,349.2689647,BG-0873ST1P,True,26,LW,BG-0873ST1P,xx1
2021-07-10,782.1780297381023,13337.954693478054,780.6159155,105.35634266808599,347.7181965,BG-0873ST1P,True,27,LW,BG-0873ST1P,xx1
2021-07-11,780.7404970664533,14020.4848886116,780.0784962,98.21030193290714,346.9783153,BG-0873ST1P,True,28,LW,BG-0873ST1P,xx1
2021-07-12,778.7868426052794,14707.722773066926,776.6705346,91.54895814995369,346.8270492,BG-0873ST1P,True,29,LW,BG-0873ST1P,xx1
2021-07-13,777.1123293666543,15399.495666820525,774.3898663,85.3394356130545,346.7484629,BG-0873ST1P,True,30,LW,BG-0873ST1P,xx1
