DATE,NAME,LIQUID_VOLUME,SECTOR,ZONE,SUBZONE,WELL_TYPE,GAS_VOLUME,WATER_VOLUME,OIL_VOLUME,NOPRESSURE
28/12/2015,P1,845.2026367,1,WARA,WARA1,Producer,223.1334991,1.09458E-08,845.2026367,800
29/12/2015,P1,843.7182617,1,WARA,WARA1,Producer,222.7416229,1.50352E-08,843.7182617,800
30/12/2015,P1,842.4285889,1,WARA,WARA1,Producer,222.4011536,2.04385E-08,842.4285889,800
31/12/2015,P1,841.3080445,1,WARA,WARA1,Producer,222.1053314,2.75135E-08,841.3080444,800
01/01/2016,P1,840.3343506,1,WARA,WARA1,Producer,221.8482819,3.66985E-08,840.3343506,800
02/01/2016,P1,856.4922486,1,WARA,WARA1,Producer,226.1139526,4.92017E-08,856.4922485,800
03/01/2016,P1,872.2928467,1,WARA,WARA1,Producer,230.2853088,6.49556E-08,872.2928467,800
04/01/2016,P1,885.1712647,1,WARA,WARA1,Producer,233.6852112,8.43995E-08,885.1712646,800
05/01/2016,P1,895.9048463,1,WARA,WARA1,Producer,236.5188904,1.08241E-07,895.9048462,800
06/01/2016,P1,905.1450197,1,WARA,WARA1,Producer,238.9582825,1.37317E-07,905.1450195,800
07/01/2016,P1,913.2230837,1,WARA,WARA1,Producer,241.0908966,1.72543E-07,913.2230835,800
08/01/2016,P1,920.3135378,1,WARA,WARA1,Producer,242.9627686,2.15016E-07,920.3135376,800
09/01/2016,P1,926.5331424,1,WARA,WARA1,Producer,244.6047516,2.6594E-07,926.5331421,800
10/01/2016,P1,931.9771121,1,WARA,WARA1,Producer,246.0419617,3.26671E-07,931.9771118,800
11/01/2016,P1,936.7312016,1,WARA,WARA1,Producer,247.2970428,3.98733E-07,936.7312012,800
12/01/2016,P1,940.8746953,1,WARA,WARA1,Producer,248.3909302,4.83836E-07,940.8746948,800
13/01/2016,P1,944.4804693,1,WARA,WARA1,Producer,249.3428345,5.83894E-07,944.4804688,800
14/01/2016,P1,947.6145637,1,WARA,WARA1,Producer,250.1702576,7.01045E-07,947.614563,800
15/01/2016,P1,950.3364877,1,WARA,WARA1,Producer,250.8888245,8.3767E-07,950.3364868,800
16/01/2016,P1,952.6988535,1,WARA,WARA1,Producer,251.5124969,9.96415E-07,952.6988525,800
17/01/2016,P1,954.7482922,1,WARA,WARA1,Producer,252.0535583,1.18022E-06,954.748291,800
18/01/2016,P1,956.5256972,1,WARA,WARA1,Producer,252.5227814,1.39232E-06,956.5256958,800
19/01/2016,P1,958.0667741,1,WARA,WARA1,Producer,252.9296265,1.63631E-06,958.0667725,800
20/01/2016,P1,959.4027119,1,WARA,WARA1,Producer,253.2823181,1.91614E-06,959.40271,800
21/01/2016,P1,960.5606712,1,WARA,WARA1,Producer,253.5880127,2.23616E-06,960.5606689,800
22/01/2016,P1,961.5642116,1,WARA,WARA1,Producer,253.852951,2.60114E-06,961.564209,800
23/01/2016,P1,962.4338409,1,WARA,WARA1,Producer,254.0825348,3.0163E-06,962.4338379,800
24/01/2016,P1,963.1873204,1,WARA,WARA1,Producer,254.2814484,3.48736E-06,963.1873169,800
25/01/2016,P1,963.8400919,1,WARA,WARA1,Producer,254.4537964,4.02058E-06,963.8400879,800
26/01/2016,P1,964.4056443,1,WARA,WARA1,Producer,254.6030884,4.62276E-06,964.4056396,800
27/01/2016,P1,964.8954521,1,WARA,WARA1,Producer,254.7323914,5.30131E-06,964.8954468,800
28/01/2016,P1,965.3195861,1,WARA,WARA1,Producer,254.8443756,6.0643E-06,965.3195801,800
29/01/2016,P1,965.6868966,1,WARA,WARA1,Producer,254.9413452,6.92047E-06,965.6868896,800
30/01/2016,P1,966.0048297,1,WARA,WARA1,Producer,255.0252838,7.87929E-06,966.0048218,800
31/01/2016,P1,966.2800382,1,WARA,WARA1,Producer,255.0979309,8.95102E-06,966.2800293,800
01/02/2016,P1,1059.173473,1,WARA,WARA1,Producer,279.6217957,1.10332E-05,1059.173462,800
02/02/2016,P1,1163.217421,1,WARA,WARA1,Producer,307.0894165,1.35469E-05,1163.217407,800
03/02/2016,P1,1254.065202,1,WARA,WARA1,Producer,331.0732117,1.62839E-05,1254.065186,800
04/02/2016,P1,1329.351582,1,WARA,WARA1,Producer,350.948822,1.92181E-05,1329.351563,800
05/02/2016,P1,1391.262107,1,WARA,WARA1,Producer,367.2931824,2.23691E-05,1391.262085,800
06/02/2016,P1,1442.375148,1,WARA,WARA1,Producer,380.7870483,2.5765E-05,1442.375122,800
07/02/2016,P1,1484.872588,1,WARA,WARA1,Producer,392.0063477,2.94307E-05,1484.872559,800
08/02/2016,P1,1520.457187,1,WARA,WARA1,Producer,401.4006653,3.33946E-05,1520.457153,800
09/02/2016,P1,1550.446693,1,WARA,WARA1,Producer,409.3179016,3.76802E-05,1550.446655,800
10/02/2016,P1,1575.860028,1,WARA,WARA1,Producer,416.0270386,4.231E-05,1575.859985,800
11/02/2016,P1,1597.494066,1,WARA,WARA1,Producer,421.7384033,4.73054E-05,1597.494019,800
12/02/2016,P1,1615.978568,1,WARA,WARA1,Producer,426.6183472,5.26877E-05,1615.978516,800
13/02/2016,P1,1631.819028,1,WARA,WARA1,Producer,430.8002319,5.84786E-05,1631.81897,800
14/02/2016,P1,1645.425236,1,WARA,WARA1,Producer,434.3922424,6.47004E-05,1645.425171,800
15/02/2016,P1,1657.13325,1,WARA,WARA1,Producer,437.4831543,7.13767E-05,1657.133179,800
16/02/2016,P1,1667.222002,1,WARA,WARA1,Producer,440.1466064,7.85329E-05,1667.221924,800
17/02/2016,P1,1675.924769,1,WARA,WARA1,Producer,442.4441223,8.61964E-05,1675.924683,800
18/02/2016,P1,1683.437716,1,WARA,WARA1,Producer,444.4275513,9.43974E-05,1683.437622,800
19/02/2016,P1,1689.927715,1,WARA,WARA1,Producer,446.1408997,0.00010317,1689.927612,800
20/02/2016,P1,1695.53649,1,WARA,WARA1,Producer,447.6216125,0.00011255,1695.536377,800
21/02/2016,P1,1700.38501,1,WARA,WARA1,Producer,448.9016113,0.000122582,1700.384888,800
22/02/2016,P1,1704.577282,1,WARA,WARA1,Producer,450.0083923,0.000133311,1704.577148,800
23/02/2016,P1,1708.202782,1,WARA,WARA1,Producer,450.9654846,0.000144793,1708.202637,800
24/02/2016,P1,1711.338048,1,WARA,WARA1,Producer,451.7932129,0.000157087,1711.337891,800
25/02/2016,P1,1714.049731,1,WARA,WARA1,Producer,452.5090637,0.000170264,1714.049561,800
26/02/2016,P1,1716.394716,1,WARA,WARA1,Producer,453.1281738,0.000184401,1716.394531,800
27/02/2016,P1,1718.422563,1,WARA,WARA1,Producer,453.6635132,0.000199587,1718.422363,800
28/02/2016,P1,1720.175997,1,WARA,WARA1,Producer,454.1264343,0.000215924,1720.175781,800
29/02/2016,P1,1721.692006,1,WARA,WARA1,Producer,454.5266418,0.000233525,1721.691772,800
01/03/2016,P1,1723.002328,1,WARA,WARA1,Producer,454.8725586,0.000252521,1723.002075,800
02/03/2016,P1,1724.134917,1,WARA,WARA1,Producer,455.1715393,0.000273056,1724.134644,800
03/03/2016,P1,1748.06585,1,WARA,WARA1,Producer,461.4892883,0.000298499,1748.065552,800
04/03/2016,P1,1772.966513,1,WARA,WARA1,Producer,468.0630798,0.000326252,1772.966187,800
05/03/2016,P1,1792.879872,1,WARA,WARA1,Producer,473.3201904,0.000355834,1792.879517,800
06/03/2016,P1,1807.7134,1,WARA,WARA1,Producer,477.2362366,0.000387642,1807.713013,800
07/03/2016,P1,1818.548518,1,WARA,WARA1,Producer,480.0966797,0.00042236,1818.548096,800
08/03/2016,P1,1826.463718,1,WARA,WARA1,Producer,482.1863098,0.000460755,1826.463257,800
09/03/2016,P1,1832.297257,1,WARA,WARA1,Producer,483.7263489,0.000503661,1832.296753,800
10/03/2016,P1,1836.654849,1,WARA,WARA1,Producer,484.8767395,0.000551989,1836.654297,800
11/03/2016,P1,1839.961666,1,WARA,WARA1,Producer,485.7497253,0.000606744,1839.96106,800
12/03/2016,P1,1842.512754,1,WARA,WARA1,Producer,486.4231873,0.000669049,1842.512085,800
13/03/2016,P1,1844.513191,1,WARA,WARA1,Producer,486.9512939,0.000740158,1844.512451,800
14/03/2016,P1,1846.105802,1,WARA,WARA1,Producer,487.3717346,0.000821482,1846.10498,800
15/03/2016,P1,1847.391418,1,WARA,WARA1,Producer,487.7110901,0.000914597,1847.390503,800
16/03/2016,P1,1848.441695,1,WARA,WARA1,Producer,487.9883423,0.00102127,1848.440674,800
17/03/2016,P1,1849.308028,1,WARA,WARA1,Producer,488.2170105,0.001143476,1849.306885,800
18/03/2016,P1,1850.029238,1,WARA,WARA1,Producer,488.4073792,0.001283413,1850.027954,800
19/03/2016,P1,1850.633402,1,WARA,WARA1,Producer,488.5668335,0.001443525,1850.631958,800
20/03/2016,P1,1851.142129,1,WARA,WARA1,Producer,488.7011108,0.001626512,1851.140503,800
21/03/2016,P1,1851.57227,1,WARA,WARA1,Producer,488.8146057,0.001835359,1851.570435,800
22/03/2016,P1,1851.937254,1,WARA,WARA1,Producer,488.9108887,0.002073352,1851.935181,800
23/03/2016,P1,1852.247095,1,WARA,WARA1,Producer,488.9926147,0.002344094,1852.244751,800
24/03/2016,P1,1852.510586,1,WARA,WARA1,Producer,489.0621033,0.002651533,1852.507935,800
25/03/2016,P1,1852.734689,1,WARA,WARA1,Producer,489.1211853,0.002999977,1852.731689,800
26/03/2016,P1,1852.925391,1,WARA,WARA1,Producer,489.1714172,0.003394115,1852.921997,800
27/03/2016,P1,1853.087457,1,WARA,WARA1,Producer,489.2140808,0.003839046,1853.083618,800
28/03/2016,P1,1853.224921,1,WARA,WARA1,Producer,489.2502441,0.004340289,1853.220581,800
29/03/2016,P1,1853.341452,1,WARA,WARA1,Producer,489.2808533,0.004903818,1853.336548,800
30/03/2016,P1,1853.439862,1,WARA,WARA1,Producer,489.3066711,0.005536075,1853.434326,800
31/03/2016,P1,1853.522846,1,WARA,WARA1,Producer,489.3283691,0.006243998,1853.516602,800
01/04/2016,P1,1853.592362,1,WARA,WARA1,Producer,489.3465271,0.007035043,1853.585327,800
02/04/2016,P1,1853.650373,1,WARA,WARA1,Producer,489.3616028,0.007917205,1853.642456,800
03/04/2016,P1,1713.167342,1,WARA,WARA1,Producer,452.2740479,0.008040419,1713.159302,800
04/04/2016,P1,1569.926521,1,WARA,WARA1,Producer,414.4584961,0.007942306,1569.918579,800
05/04/2016,P1,1452.915534,1,WARA,WARA1,Producer,383.567627,0.007819649,1452.907715,800
06/04/2016,P1,1360.953401,1,WARA,WARA1,Producer,359.2896729,0.007722438,1360.945679,800
07/04/2016,P1,1288.588959,1,WARA,WARA1,Producer,340.1854858,0.007660237,1288.581299,800
08/04/2016,P1,1230.992861,1,WARA,WARA1,Producer,324.9801025,0.007631665,1230.985229,800
09/04/2016,P1,1184.518863,1,WARA,WARA1,Producer,312.710968,0.007632641,1184.51123,800
10/04/2016,P1,1146.531585,1,WARA,WARA1,Producer,302.6823425,0.007659022,1146.523926,800
11/04/2016,P1,1115.130144,1,WARA,WARA1,Producer,294.392334,0.007707274,1115.122437,800
12/04/2016,P1,1088.92733,1,WARA,WARA1,Producer,287.474762,0.007774526,1088.919556,800
13/04/2016,P1,1066.894211,1,WARA,WARA1,Producer,281.6579895,0.007858498,1066.886353,800
14/04/2016,P1,1048.253197,1,WARA,WARA1,Producer,276.7367554,0.007957377,1048.245239,800
15/04/2016,P1,1032.405897,1,WARA,WARA1,Producer,272.5530396,0.008069719,1032.397827,800
16/04/2016,P1,1018.88295,1,WARA,WARA1,Producer,268.9829407,0.008194282,1018.874756,800
17/04/2016,P1,1007.310515,1,WARA,WARA1,Producer,265.9277649,0.008330209,1007.302185,800
18/04/2016,P1,997.3845753,1,WARA,WARA1,Producer,263.3072815,0.008476713,997.3760986,800
19/04/2016,P1,988.8562894,1,WARA,WARA1,Producer,261.0557861,0.00863314,988.8476563,800
20/04/2016,P1,981.5194191,1,WARA,WARA1,Producer,259.1188049,0.00879895,981.5106201,800
21/04/2016,P1,975.2016007,1,WARA,WARA1,Producer,257.4508667,0.00897371,975.192627,800
22/04/2016,P1,969.7565935,1,WARA,WARA1,Producer,256.0133057,0.00915701,969.7474365,800
23/04/2016,P1,965.0614115,1,WARA,WARA1,Producer,254.7737427,0.009348541,965.052063,800
24/04/2016,P1,961.0170562,1,WARA,WARA1,Producer,253.7059937,0.009548875,961.0075073,800
25/04/2016,P1,957.5228184,1,WARA,WARA1,Producer,252.7834473,0.009756856,957.5130615,800
26/04/2016,P1,954.4966666,1,WARA,WARA1,Producer,251.9844818,0.009972285,954.4866943,800
27/04/2016,P1,951.8909935,1,WARA,WARA1,Producer,251.296524,0.010195204,951.8807983,800
28/04/2016,P1,949.6428718,1,WARA,WARA1,Producer,250.7029724,0.010425465,949.6324463,800
29/04/2016,P1,947.7025575,1,WARA,WARA1,Producer,250.1906586,0.010663007,947.6918945,800
30/04/2016,P1,946.0275704,1,WARA,WARA1,Producer,249.7483978,0.010907806,946.0166626,800
01/05/2016,P1,944.5814724,1,WARA,WARA1,Producer,249.3665619,0.011159874,944.5703125,800
02/05/2016,P1,943.3328304,1,WARA,WARA1,Producer,249.03685,0.011419244,943.3214111,800
03/05/2016,P1,1015.179393,1,WARA,WARA1,Producer,268.0040283,0.012645239,1015.166748,800
04/05/2016,P1,1083.852443,1,WARA,WARA1,Producer,286.1333618,0.013942218,1083.838501,800
05/05/2016,P1,1134.592745,1,WARA,WARA1,Producer,299.5284729,0.015108466,1134.577637,800
06/05/2016,P1,1169.851233,1,WARA,WARA1,Producer,308.8364868,0.016150251,1169.835083,800
07/05/2016,P1,1193.996108,1,WARA,WARA1,Producer,315.2104797,0.017104324,1193.979004,800
08/05/2016,P1,1210.539366,1,WARA,WARA1,Producer,319.5776367,0.018003216,1210.521362,800
09/05/2016,P1,1221.958446,1,WARA,WARA1,Producer,322.5920715,0.018870985,1221.939575,800
10/05/2016,P1,1229.933666,1,WARA,WARA1,Producer,324.6972656,0.01972511,1229.91394,800
11/05/2016,P1,1235.585763,1,WARA,WARA1,Producer,326.189209,0.020577779,1235.565186,800
12/05/2016,P1,1239.659987,1,WARA,WARA1,Producer,327.2645874,0.021437636,1239.63855,800
13/05/2016,P1,1242.65183,1,WARA,WARA1,Producer,328.0541992,0.022313686,1242.629517,800
14/05/2016,P1,1244.890883,1,WARA,WARA1,Producer,328.6450806,0.023206962,1244.867676,800
15/05/2016,P1,1246.600171,1,WARA,WARA1,Producer,329.0960693,0.024120949,1246.57605,800
16/05/2016,P1,1247.92728,1,WARA,WARA1,Producer,329.4461975,0.025058331,1247.902222,800
17/05/2016,P1,1248.979757,1,WARA,WARA1,Producer,329.7237854,0.02602159,1248.953735,800
18/05/2016,P1,1249.826695,1,WARA,WARA1,Producer,329.947113,0.027012611,1249.799683,800
19/05/2016,P1,1250.517413,1,WARA,WARA1,Producer,330.1292114,0.028033033,1250.48938,800
20/05/2016,P1,1251.087312,1,WARA,WARA1,Producer,330.2793579,0.029084321,1251.058228,800
21/05/2016,P1,1251.561784,1,WARA,WARA1,Producer,330.4043579,0.030167822,1251.531616,800
22/05/2016,P1,1251.959996,1,WARA,WARA1,Producer,330.5091858,0.031284809,1251.928711,800
23/05/2016,P1,1252.296108,1,WARA,WARA1,Producer,330.5975952,0.03243652,1252.263672,800
24/05/2016,P1,1252.58111,1,WARA,WARA1,Producer,330.6725464,0.033624161,1252.547485,800
25/05/2016,P1,1252.823667,1,WARA,WARA1,Producer,330.7362671,0.034848932,1252.788818,800
26/05/2016,P1,1253.030741,1,WARA,WARA1,Producer,330.7905884,0.036112029,1252.994629,800
27/05/2016,P1,1253.207825,1,WARA,WARA1,Producer,330.8369751,0.037414659,1253.17041,800
28/05/2016,P1,1253.359437,1,WARA,WARA1,Producer,330.8766479,0.038758032,1253.320679,800
29/05/2016,P1,1253.489484,1,WARA,WARA1,Producer,330.910614,0.040143382,1253.449341,800
30/05/2016,P1,1253.600898,1,WARA,WARA1,Producer,330.9396667,0.041571949,1253.559326,800
31/05/2016,P1,1253.696609,1,WARA,WARA1,Producer,330.9645386,0.043044999,1253.653564,800
01/06/2016,P1,1253.778695,1,WARA,WARA1,Producer,330.9858093,0.044563819,1253.734131,800
02/06/2016,P1,1253.849108,1,WARA,WARA1,Producer,331.0039673,0.046129711,1253.802979,800
03/06/2016,P1,1232.017613,1,WARA,WARA1,Producer,325.2402649,0.046909399,1231.970703,800
04/06/2016,P1,1210.482011,1,WARA,WARA1,Producer,319.554657,0.04768477,1210.434326,800
05/06/2016,P1,1193.909604,1,WARA,WARA1,Producer,315.1792908,0.048642181,1193.860962,800
06/06/2016,P1,1181.812231,1,WARA,WARA1,Producer,311.9852905,0.049779572,1181.762451,800
07/06/2016,P1,1173.030191,1,WARA,WARA1,Producer,309.6665039,0.051065188,1172.979126,800
08/06/2016,P1,1166.590434,1,WARA,WARA1,Producer,307.9660339,0.052470032,1166.537964,800
09/06/2016,P1,1161.790423,1,WARA,WARA1,Producer,306.6984253,0.053972453,1161.73645,800
10/06/2016,P1,1158.145157,1,WARA,WARA1,Producer,305.7356262,0.055557609,1158.0896,800
11/06/2016,P1,1155.323695,1,WARA,WARA1,Producer,304.9903259,0.05721543,1155.266479,800
12/06/2016,P1,1153.101914,1,WARA,WARA1,Producer,304.4033203,0.058945388,1153.042969,800
13/06/2016,P1,1151.320746,1,WARA,WARA1,Producer,303.9326477,0.060736004,1151.26001,800
14/06/2016,P1,1149.87301,1,WARA,WARA1,Producer,303.5499573,0.062584847,1149.810425,800
15/06/2016,P1,1148.681678,1,WARA,WARA1,Producer,303.2349243,0.064490564,1148.617188,800
16/06/2016,P1,1147.69133,1,WARA,WARA1,Producer,302.9729614,0.066452526,1147.624878,800
17/06/2016,P1,1146.861195,1,WARA,WARA1,Producer,302.7532654,0.068470642,1146.792725,800
18/06/2016,P1,1146.160755,1,WARA,WARA1,Producer,302.5678101,0.070545137,1146.09021,800
19/06/2016,P1,1145.566695,1,WARA,WARA1,Producer,302.4104309,0.072676517,1145.494019,800
20/06/2016,P1,1145.060217,1,WARA,WARA1,Producer,302.276123,0.074865066,1144.985352,800
21/06/2016,P1,1144.628015,1,WARA,WARA1,Producer,302.161438,0.077112027,1144.550903,800
22/06/2016,P1,1144.257885,1,WARA,WARA1,Producer,302.0631104,0.079418242,1144.178467,800
23/06/2016,P1,1143.940427,1,WARA,WARA1,Producer,301.9786987,0.081784643,1143.858643,800
24/06/2016,P1,1143.66783,1,WARA,WARA1,Producer,301.9060669,0.084212221,1143.583618,800
25/06/2016,P1,1143.43326,1,WARA,WARA1,Producer,301.8435059,0.086702026,1143.346558,800
26/06/2016,P1,1143.231467,1,WARA,WARA1,Producer,301.7895203,0.089255132,1143.142212,800
27/06/2016,P1,1143.057571,1,WARA,WARA1,Producer,301.7429504,0.091872647,1142.965698,800
28/06/2016,P1,1142.907666,1,WARA,WARA1,Producer,301.7026672,0.094555721,1142.81311,800
29/06/2016,P1,1142.778458,1,WARA,WARA1,Producer,301.6678467,0.097305521,1142.681152,800
30/06/2016,P1,1142.667018,1,WARA,WARA1,Producer,301.6376648,0.100123242,1142.566895,800
01/07/2016,P1,1142.570906,1,WARA,WARA1,Producer,301.6115112,0.103010118,1142.467896,800
02/07/2016,P1,1142.487925,1,WARA,WARA1,Producer,301.5888367,0.10596738,1142.381958,800
03/07/2016,P1,1177.437256,1,WARA,WARA1,Producer,310.8137207,0.112549052,1177.324707,800
04/07/2016,P1,1212.907132,1,WARA,WARA1,Producer,320.1759033,0.119656004,1212.787476,800
05/07/2016,P1,1241.594061,1,WARA,WARA1,Producer,327.7474365,0.126531735,1241.467529,800
06/07/2016,P1,1263.808789,1,WARA,WARA1,Producer,333.6103516,0.133129925,1263.675659,800
07/07/2016,P1,1280.987188,1,WARA,WARA1,Producer,338.1437988,0.139531866,1280.847656,800
08/07/2016,P1,1294.416699,1,WARA,WARA1,Producer,341.6875,0.145825371,1294.270874,800
09/07/2016,P1,1305.068218,1,WARA,WARA1,Producer,344.4978638,0.152080685,1304.916138,800
10/07/2016,P1,1313.64004,1,WARA,WARA1,Producer,346.7591553,0.158350736,1313.481689,800
11/07/2016,P1,1320.629763,1,WARA,WARA1,Producer,348.6027832,0.164674893,1320.465088,800
12/07/2016,P1,1326.394471,1,WARA,WARA1,Producer,350.1229858,0.171082765,1326.223389,800
13/07/2016,P1,1331.19371,1,WARA,WARA1,Producer,351.3882446,0.177597106,1331.016113,800
14/07/2016,P1,1335.221973,1,WARA,WARA1,Producer,352.4499817,0.184253126,1335.03772,800
15/07/2016,P1,1338.620001,1,WARA,WARA1,Producer,353.3452454,0.19104597,1338.428955,800
16/07/2016,P1,1341.500356,1,WARA,WARA1,Producer,354.1038208,0.197988063,1341.302368,800
17/07/2016,P1,1343.951062,1,WARA,WARA1,Producer,354.7489319,0.205090091,1343.745972,800
18/07/2016,P1,1346.041829,1,WARA,WARA1,Producer,355.2989807,0.212361619,1345.829468,800
19/07/2016,P1,1347.829431,1,WARA,WARA1,Producer,355.7689514,0.21981138,1347.609619,800
20/07/2016,P1,1349.36026,1,WARA,WARA1,Producer,356.171051,0.227447554,1349.132813,800
21/07/2016,P1,1350.672778,1,WARA,WARA1,Producer,356.5155029,0.235277906,1350.4375,800
22/07/2016,P1,1351.799096,1,WARA,WARA1,Producer,356.81073,0.243309915,1351.555786,800
23/07/2016,P1,1352.766443,1,WARA,WARA1,Producer,357.0639343,0.251550853,1352.514893,800
24/07/2016,P1,1353.597654,1,WARA,WARA1,Producer,357.2811279,0.260007739,1353.337646,800
25/07/2016,P1,1354.312755,1,WARA,WARA1,Producer,357.4676514,0.268687934,1354.044067,800
26/07/2016,P1,1354.927256,1,WARA,WARA1,Producer,357.6275024,0.277597606,1354.649658,800
27/07/2016,P1,1355.455567,1,WARA,WARA1,Producer,357.7645569,0.286743432,1355.168823,800
28/07/2016,P1,1355.909902,1,WARA,WARA1,Producer,357.882019,0.296132028,1355.61377,800
29/07/2016,P1,1356.300521,1,WARA,WARA1,Producer,357.982605,0.305769831,1355.994751,800
30/07/2016,P1,1356.636464,1,WARA,WARA1,Producer,358.0686951,0.315663576,1356.320801,800
31/07/2016,P1,1356.925429,1,WARA,WARA1,Producer,358.1423035,0.325819284,1356.599609,800
01/08/2016,P1,1357.17389,1,WARA,WARA1,Producer,358.2051392,0.336243302,1356.837646,800
02/08/2016,P1,1357.387469,1,WARA,WARA1,Producer,358.2586975,0.346942008,1357.040527,800
03/08/2016,P1,1355.494797,1,WARA,WARA1,Producer,357.7562866,0.35734567,1355.137451,800
04/08/2016,P1,1353.155943,1,WARA,WARA1,Producer,357.1360779,0.367857307,1352.788086,800
05/08/2016,P1,1350.798263,1,WARA,WARA1,Producer,356.5108032,0.378585219,1350.419678,800
06/08/2016,P1,1348.5518,1,WARA,WARA1,Producer,355.9148254,0.389568299,1348.162231,800
07/08/2016,P1,1346.479083,1,WARA,WARA1,Producer,355.3646545,0.400836378,1346.078247,800
08/08/2016,P1,1344.608455,1,WARA,WARA1,Producer,354.8677368,0.412410289,1344.196045,800
09/08/2016,P1,1342.945301,1,WARA,WARA1,Producer,354.4255371,0.424304754,1342.520996,800
10/08/2016,P1,1341.48051,1,WARA,WARA1,Producer,354.0355835,0.436564475,1341.043945,800
11/08/2016,P1,1340.200621,1,WARA,WARA1,Producer,353.6943665,0.449155837,1339.751465,800
12/08/2016,P1,1339.088184,1,WARA,WARA1,Producer,353.3973083,0.462085694,1338.626099,800
13/08/2016,P1,1338.12453,1,WARA,WARA1,Producer,353.1393738,0.475360125,1337.64917,800
14/08/2016,P1,1337.292207,1,WARA,WARA1,Producer,352.9160461,0.488984764,1336.803223,800
15/08/2016,P1,1336.573156,1,WARA,WARA1,Producer,352.7225342,0.502965212,1336.07019,800
16/08/2016,P1,1335.952731,1,WARA,WARA1,Producer,352.5549316,0.517306507,1335.435425,800
17/08/2016,P1,1335.417756,1,WARA,WARA1,Producer,352.4098511,0.532013416,1334.885742,800
18/08/2016,P1,1334.956881,1,WARA,WARA1,Producer,352.2842102,0.547090888,1334.40979,800
19/08/2016,P1,1334.559004,1,WARA,WARA1,Producer,352.1750793,0.562544107,1333.99646,800
20/08/2016,P1,1334.21705,1,WARA,WARA1,Producer,352.0805969,0.578378081,1333.638672,800
21/08/2016,P1,1333.922723,1,WARA,WARA1,Producer,351.9986267,0.594597816,1333.328125,800
22/08/2016,P1,1333.669436,1,WARA,WARA1,Producer,351.9273682,0.611208618,1333.058228,800
23/08/2016,P1,1333.451458,1,WARA,WARA1,Producer,351.8653259,0.628216028,1332.823242,800
24/08/2016,P1,1333.263912,1,WARA,WARA1,Producer,351.8112183,0.645625532,1332.618286,800
25/08/2016,P1,1333.102408,1,WARA,WARA1,Producer,351.7638855,0.663443208,1332.438965,800
26/08/2016,P1,1332.963413,1,WARA,WARA1,Producer,351.7223816,0.681674898,1332.281738,800
27/08/2016,P1,1332.843759,1,WARA,WARA1,Producer,351.6858826,0.70032686,1332.143433,800
